 286.1309437126721 285.470755459953 285.0733552224953 286.5146264423769 287.5820922303359 287.5431109002761 287.1289669223547 285.0696242479349
 285.9749051972904 285.8667787759563 285.9437897869234 286.3012398481935 286.9645895835214 287.0057976529743 286.7520756058389 285.706298516829
 287.6307567579512 287.2233497726025 286.4547171350441 286.4394631005568 287.0619287805281 287.6639330613559 287.4393427025303 286.709261535133
 287.7738388375331 287.3413115839804 286.6864320445053 287.2510734305212 287.8811877506286 288.0431876033298 287.7238476945201 287.5450141647524
 288.4301247445606 287.7151224793789 286.8131813641 287.7934470764799 288.8513672744839 288.9324891262602 288.3904166916501 287.822578292868
 289.7412105304071 288.4279833709355 287.7871430579189 288.2533889292341 289.5048659567375 289.1907759718081 288.8121993622239 288.3385370014012
 290.1059566436371 288.682355448622 288.2964041376169 288.696204165824 289.4881137428458 289.036053428298 288.4924841243235 288.2052011221691
 289.9463903507528 288.8889529760789 288.6690567598947 288.8578217141101 289.1189624739071 288.9196068828367 288.1899960278884 287.4579873758613
 289.0727954158795 288.530558616361 288.1600396373834 288.0473101857575 288.5247587086549 288.1788355914304 287.8808980238218 287.2721964827465
 287.866868883838 287.4267100253706 287.4877695147726 286.7880172911483 287.273716258328 287.2672453401301 287.2091334249336 286.9702442857093
