"Ángulo (rad) Serie Nº 11";"Intensidad luminosa (%) Serie Nº 11"
;1,5
;1,5
6,545;1,5
;1,5
;1,5
6,606;
;1,5
;1,5
6,663;1,5
;1,5
;1,5
6,706;
;1,5
;1,5
6,754;1,5
;1,5
;1,5
6,789;
;1,5
;1,5
6,816;1,5
;1,5
;1,5
6,829;
;1,5
;1,5
6,833;1,5
;1,5
;1,5
6,837;
;1,5
;1,5
6,837;1,5
;1,5
;1,5
6,837;
;1,5
;1,5
6,837;1,5
;1,5
;1,5
6,842;
;1,5
;1,5
6,842;1,5
;1,5
;1,5
6,842;
;1,5
;1,5
6,842;1,5
;1,5
;1,5
6,842;
;1,5
;1,5
6,842;1,5
;1,5
;1,5
6,842;
;1,5
;1,5
6,846;1,5
;1,5
;1,5
6,872;
;1,5
;1,5
6,907;1,5
;1,5
;1,5
6,933;
;1,5
;1,5
6,981;1,5
;1,5
;1,5
7,029;
;1,5
;1,5
7,073;1,5
;1,5
;1,5
7,147;
;1,5
;1,5
7,195;1,5
;1,5
;1,5
7,234;
;1,5
;1,5
7,282;1,5
;1,5
;1,5
7,348;
;1,5
;1,5
7,413;1,5
;1,5
;1,5
7,453;
;1,5
;1,5
7,509;1,5
;1,5
;1,5
7,557;
;1,5
;1,5
7,592;1,5
;1,5
;1,5
7,653;
;1,5
;1,5
7,723;1,5
;1,5
;1,5
7,771;
;1,5
;1,5
7,845;1,5
;1,5
;1,5
7,906;
;1,5
;1,5
7,954;1,5
;1,5
;1,5
8,015;
;1,5
;1,6
8,072;1,6
;1,6
;1,6
8,155;
;1,6
;1,6
8,247;1,6
;1,6
;1,6
8,334;
;1,6
;1,6
8,408;1,6
;1,6
;1,6
8,460;
;1,6
;1,6
8,522;1,6
;1,6
;1,6
8,596;
;1,6
;1,6
8,661;1,6
;1,6
;1,6
8,709;
;1,6
;1,6
8,753;1,6
;1,6
;1,6
8,792;
;1,6
;1,6
8,840;1,6
;1,6
;1,6
8,875;
;1,6
;1,6
8,906;1,6
;1,6
;1,6
8,932;
;1,6
;1,6
8,962;1,6
;1,6
;1,6
8,993;
;1,6
;1,6
9,023;1,6
;1,6
;1,6
9,054;
;1,6
;1,6
9,071;1,6
;1,6
;1,6
9,084;
;1,6
;1,6
9,093;1,6
;1,6
;1,6
9,098;
;1,6
;1,6
9,098;1,6
;1,6
;1,6
9,098;
;1,6
;1,6
9,098;1,6
;1,6
;1,6
9,098;
;1,6
;1,6
9,098;1,6
;1,6
;1,6
9,102;
;1,6
;1,6
9,106;1,6
;1,6
;1,6
9,115;
;1,6
;1,6
9,119;1,6
;1,6
;1,6
9,124;
;1,6
;1,6
9,132;1,6
;1,6
;1,6
9,150;
;1,6
;1,6
9,180;1,6
;1,6
;1,6
9,220;
;1,6
;1,6
9,250;1,6
;1,6
;1,6
9,272;
;1,6
;1,6
9,307;1,6
;1,6
;1,6
9,377;
;1,6
;1,6
9,460;1,6
;1,6
;1,6
9,534;
;1,6
;1,6
9,621;1,6
;1,6
;1,6
9,708;
;1,6
;1,6
9,800;1,6
;1,6
;1,6
9,865;
;1,6
;1,6
9,905;1,6
;1,6
;1,6
9,931;
;1,5
;1,5
9,957;1,5
;1,5
;1,5
9,975;
;1,5
;1,5
9,988;1,5
;1,5
;1,5
10,001;
;1,5
;1,5
10,018;1,5
;1,5
;1,5
10,057;
;1,5
;1,5
10,114;1,5
;1,5
;1,6
10,153;
;1,6
;1,5
10,193;1,5
;1,5
;1,5
10,249;
;1,5
;1,5
10,311;1,5
;1,5
;1,5
10,367;
;1,5
;1,5
10,420;1,5
;1,5
;1,5
10,507;
;1,5
;1,5
10,590;1,5
;1,5
;1,5
10,642;
;1,5
;1,5
10,660;1,5
;1,5
;1,5
10,668;
;1,5
;1,5
10,677;1,5
;1,5
;1,5
10,681;
;1,5
;1,5
10,699;1,5
;1,5
;1,5
10,716;
;1,5
;1,5
10,721;1,5
;1,5
;1,5
10,725;
;1,5
;1,5
10,725;1,5
;1,5
;1,5
10,729;
;1,5
;1,5
10,734;1,5
;1,5
;1,5
10,742;
;1,5
;1,5
10,747;1,5
;1,5
;1,5
10,747;
;1,5
;1,5
10,747;1,5
;1,5
;1,5
10,760;
;1,5
;1,5
10,769;1,5
;1,5
;1,5
10,782;
;1,5
;1,5
10,812;1,5
;1,5
;1,5
10,869;
;1,5
;1,5
10,952;1,5
;1,5
;1,5
11,057;
;1,5
;1,5
11,166;1,5
;1,5
;1,5
11,188;
;1,5
;1,5
11,205;1,5
;1,4
;1,5
11,231;
;1,5
;1,5
11,266;1,5
;1,5
;1,5
11,288;
;1,5
;1,5
11,305;1,5
;1,5
;1,5
11,323;
;1,5
;1,5
11,345;1,4
;1,4
;1,4
11,366;
;1,4
;1,4
11,393;1,4
;1,4
;1,4
11,423;
;1,4
;1,4
11,454;1,4
;1,4
;1,4
11,493;
;1,4
;1,4
11,537;1,4
;1,4
;1,4
11,554;
;1,4
;1,4
11,572;1,4
;1,4
;1,4
11,606;
;1,4
;1,4
11,668;1,4
;1,4
;1,4
11,759;
;1,4
;1,4
11,842;1,4
;1,4
;1,4
11,921;
;1,4
;1,3
11,956;1,3
;1,3
;1,3
11,977;
;1,3
;1,3
12,012;1,3
;1,3
;1,3
12,108;
;1,3
;1,3
12,235;1,3
;1,3
;1,3
12,331;
;1,3
;1,3
12,409;1,2
;1,2
;1,2
12,479;
;1,2
;1,2
12,523;1,2
;1,2
;1,2
12,584;
;1,2
;1,2
12,627;1,2
;1,2
;1,2
12,675;
;1,2
;1,2
12,723;1,2
;1,2
;1,2
12,767;
;1,2
;1,2
12,841;1,2
;1,2
;1,2
12,959;
;1,2
;1,1
13,055;1,1
;1,1
;1,1
13,155;
;1,1
;1,1
13,230;1,1
;1,1
;1,1
13,312;
;1,1
;1,0
13,395;1,0
;1,0
;1,0
13,465;
;1,0
;1,0
13,539;1,0
;1,0
;1,0
13,605;
;1,0
;1,0
13,662;1,0
;1,0
;1,0
13,705;
;1,0
;1,0
13,740;1,0
;1,0
;1,0
13,797;
;1,0
;1,0
13,849;1,0
;1,0
;1,0
13,893;
;1,0
;1,0
13,919;1,0
;1,0
;1,0
13,945;
;1,0
;1,0
13,980;1,0
;1,0
;0,9
14,028;
;1,0
;1,0
14,063;0,9
;1,0
;0,9
14,076;
;0,9
;0,9
14,080;0,9
;0,9
;0,9
14,085;
;0,9
;0,9
14,089;0,9
;0,9
;0,9
14,089;
;0,9
;0,9
14,094;0,9
;0,9
;0,9
14,094;
;1,0
;0,9
14,102;0,9
;0,9
;0,9
14,107;
;0,9
;0,9
14,111;0,9
;0,9
;0,9
14,115;
;0,9
;0,9
14,120;0,9
;0,9
;0,9
14,120;
;0,9
;0,9
14,128;0,9
;0,9
;0,9
14,133;
;0,9
;0,9
14,146;0,9
;0,9
;1,0
14,163;
;0,9
;0,9
14,176;0,9
;0,9
;0,9
14,185;
;0,9
;0,9
14,185;0,9
;0,9
;0,9
14,190;
;0,9
;0,9
14,207;0,9
;0,9
;0,9
14,233;
;0,9
;0,9
14,277;0,9
;0,9
;0,9
14,307;
;0,9
;0,9
14,316;0,9
;0,9
;0,9
14,347;
;0,9
;0,9
14,395;0,9
;0,9
;0,9
14,434;
;0,9
;0,9
14,478;0,9
;0,9
;0,9
14,556;
;0,9
;0,9
14,656;0,9
;0,9
;0,9
14,739;
;0,9
;0,9
14,818;0,9
;0,9
;0,9
14,905;
;0,9
;0,9
15,005;0,9
;0,9
;0,9
15,093;
;0,9
;0,9
15,202;0,9
;0,9
;0,9
15,315;
;0,9
;0,9
15,403;0,9
;0,9
;0,9
15,468;
;0,9
;0,9
15,494;0,9
;0,9
;0,9
15,512;
;0,9
;0,9
15,533;0,9
;0,9
;0,9
15,560;
;0,9
;0,9
15,581;0,9
;0,9
;0,9
15,599;
;0,9
;0,9
15,621;0,9
;0,9
;0,9
15,682;
;0,9
;0,9
15,717;0,9
;0,9
;0,9
15,734;
;0,9
;0,9
15,769;1,0
;0,9
;0,9
15,830;
;0,9
;0,9
15,891;0,9
;0,9
;1,0
15,944;
;0,9
;0,9
15,974;0,9
;1,0
;0,9
16,057;
;0,9
;0,9
16,127;0,9
;1,0
;0,9
16,179;
;0,9
;0,9
16,214;1,0
;0,9
;1,0
16,249;
;1,0
;0,9
16,288;1,0
;0,9
;1,0
16,323;
;1,0
;0,9
16,358;0,9
;1,0
;1,0
16,397;
;1,0
;1,0
16,445;1,0
;0,9
;1,0
16,498;
;1,0
;1,0
16,537;0,9
;1,0
;1,0
16,581;
;1,0
;1,0
16,637;1,0
;1,0
;1,0
16,672;
;1,0
;1,0
16,707;1,0
;1,0
;1,0
16,751;
;1,0
;1,0
16,781;1,0
;1,0
;1,0
16,803;
;1,0
;1,0
16,847;1,0
;1,0
;1,0
16,886;
;1,0
;1,0
16,917;1,0
;1,0
;1,0
16,952;
;1,0
;1,0
16,986;1,0
;1,0
;1,0
17,013;
;1,0
;1,0
17,026;1,0
;1,0
;1,0
17,043;
;1,0
;1,0
17,069;1,0
;1,0
;1,0
17,091;
;1,0
;1,0
17,109;1,0
;1,0
;1,0
17,130;
;1,0
;1,0
17,143;1,0
;1,0
;1,0
17,170;
;1,0
;1,0
17,200;1,0
;1,0
;1,0
17,222;
;1,0
;1,0
17,248;1,0
;1,0
;1,0
17,261;
;1,0
;1,0
17,266;1,0
;1,0
;1,0
17,266;
;1,0
;1,0
17,270;1,0
;1,0
;1,0
17,270;
;1,0
;1,0
17,274;1,0
;1,0
;1,0
17,279;
;1,0
;1,0
17,283;1,0
;1,0
;1,0
17,287;
;1,0
;1,0
17,296;1,0
;1,0
;1,0
17,331;
;1,0
;1,0
17,414;1,0
;1,0
;0,9
17,519;
;1,0
;1,0
17,606;1,0
;1,0
;0,9
17,685;
;0,9
;1,0
17,767;1,0
;0,9
;0,9
17,868;
;0,9
;0,9
17,977;0,9
;0,9
;0,9
18,086;
;0,9
;0,9
18,186;0,9
;0,9
;0,9
18,317;
;0,9
;0,9
18,439;0,9
;0,9
;0,9
18,535;
;0,9
;0,9
18,588;0,9
;0,9
;0,9
18,636;
;0,9
;0,9
18,697;0,9
;0,9
;0,9
18,771;
;0,9
;0,9
18,832;0,9
;0,9
;0,9
18,880;
;0,9
;0,9
18,924;0,9
;0,9
;0,9
18,967;
;0,9
;0,9
19,002;0,9
;0,9
;0,9
19,042;
;0,9
;0,9
19,094;0,9
;0,9
;0,9
19,142;
;0,9
;0,9
19,194;0,9
;0,9
;0,9
19,255;
;0,9
;0,9
19,308;0,9
;0,9
;0,9
19,378;
;0,9
;0,9
19,434;0,9
;0,9
;0,9
19,474;
;0,9
;0,9
19,508;0,9
;0,9
;0,9
19,543;
;0,9
;0,9
19,587;0,9
;0,9
;0,9
19,644;
;0,9
;0,9
19,692;0,9
;0,9
;0,9
19,748;
;0,9
;0,9
19,775;0,9
;0,8
;0,8
19,779;
;0,9
;0,9
19,783;0,9
;0,9
;0,9
19,783;
;0,9
;0,9
19,783;0,9
;0,9
;0,9
19,788;
;0,9
;0,9
19,792;0,9
;0,9
;0,9
19,792;
;0,9
;0,9
19,792;0,9
;0,9
;0,9
19,796;
;0,9
;0,9
19,796;0,9
;0,9
;0,9
19,801;
;0,9
;0,9
19,801;0,9
;0,9
;0,9
19,805;
;0,9
;0,9
19,805;0,9
;0,9
;0,9
19,814;
;0,9
;0,9
19,823;0,9
;0,9
;0,9
19,840;
;0,9
;0,9
19,862;0,9
;0,9
;0,9
19,892;
;0,9
;0,8
19,967;0,9
;0,9
;0,8
20,049;
;0,8
;0,9
20,150;0,9
;0,9
;0,9
20,215;
;0,9
;0,9
20,220;0,9
;0,9
;0,9
20,233;
;0,9
;0,9
20,250;0,9
;0,9
;0,9
20,285;
;0,9
;0,9
20,368;0,9
;0,9
;0,9
20,433;
;0,9
;0,9
20,464;0,9
;0,9
;0,9
20,481;
;0,9
;0,9
20,486;0,9
;0,9
;0,9
20,486;
;0,9
;0,9
20,495;0,9
;0,9
;0,9
20,508;
;0,9
;0,9
20,521;0,9
;0,9
;0,9
20,543;
;0,9
;0,9
20,569;0,9
;0,9
;0,9
20,643;
;0,9
;0,9
20,743;0,9
;0,9
;0,9
20,809;
;0,9
;0,9
20,861;0,9
;0,9
;0,9
20,878;
;0,9
;0,9
20,905;0,9
;0,9
;0,9
20,944;
;0,9
;0,9
20,983;0,9
;0,9
;0,9
21,022;
;0,9
;0,9
21,070;0,9
;0,9
;0,9
21,136;
;0,9
;0,9
21,175;0,9
;0,9
;0,9
21,210;
;0,9
;0,9
21,245;0,9
;0,9
;0,9
21,289;
;0,9
;0,9
21,337;0,9
;0,9
;0,9
21,358;
;0,9
;0,9
21,406;0,9
;0,9
;0,9
21,446;
;0,9
;0,9
21,459;0,9
;0,9
;0,9
21,463;
;0,9
;0,9
21,481;0,9
;0,9
;0,9
21,520;
;0,9
;0,9
21,550;0,9
;0,9
;0,9
21,590;
;0,9
;0,9
21,625;0,9
;0,9
;0,9
21,633;
;0,9
;0,9
21,642;0,9
;0,9
;0,9
21,664;
;0,9
;0,9
21,686;0,9
;0,9
;0,9
21,729;
;0,9
;0,9
21,812;0,9
;0,9
;0,9
21,852;
;0,9
;0,9
21,878;0,9
;0,9
;0,9
21,895;
;0,9
;0,9
21,926;0,9
;0,9
;0,9
21,978;
;0,9
;0,9
22,057;0,9
;0,9
;0,9
22,122;
;0,9
;0,9
22,161;0,9
;0,9
;0,9
22,192;
;0,9
;0,9
22,235;0,9
;0,9
;0,9
22,336;
;0,9
;0,9
22,384;0,9
;0,9
;0,9
22,471;
;0,9
;0,9
22,532;0,9
;0,9
;0,9
22,571;
;0,9
;0,9
22,606;0,9
;0,9
;0,9
22,641;
;0,9
;0,9
22,681;0,9
;0,9
;0,9
22,737;
;0,9
;0,9
22,798;0,9
;0,9
;0,9
22,899;
;0,9
;0,9
22,999;0,9
;0,9
;0,9
23,108;
;0,9
;0,9
23,204;0,9
;0,9
;0,9
23,274;
;0,9
;0,9
23,361;0,9
;0,9
;0,9
23,453;
;0,9
;0,9
23,575;0,9
;0,9
;0,9
23,693;
;0,9
;0,9
23,767;0,9
;0,9
;0,9
23,841;
;0,9
;0,9
23,880;0,9
;0,9
;0,9
23,915;
;1,0
;0,9
23,955;0,9
;0,9
;0,9
23,985;
;1,0
;0,9
24,055;0,9
;1,0
;0,9
24,129;
;1,0
;0,9
24,182;0,9
;0,9
;0,9
24,230;
;1,0
;0,9
24,291;0,9
;0,9
;0,9
24,326;
;0,9
;0,9
24,347;0,9
;0,9
;0,9
24,369;
;0,9
;0,9
24,408;1,0
;1,0
;0,9
24,478;
;1,0
;1,0
24,548;1,0
;1,0
;1,0
24,587;
;0,9
;1,0
24,596;1,0
;0,9
;0,9
24,609;
;0,9
;0,9
24,631;0,9
;0,9
;0,9
24,666;
;0,9
;0,9
24,705;0,9
;0,9
;0,9
24,762;
;0,9
;0,9
24,836;0,9
;0,9
;0,9
24,888;
;0,9
;0,9
24,893;0,9
;0,9
;0,9
24,897;
;0,9
;0,9
24,910;0,9
;0,9
;0,9
24,923;
;0,9
;0,9
24,941;0,9
;0,9
;0,9
24,971;
;0,9
;0,9
25,041;0,9
;0,9
;0,9
25,137;
;0,9
;0,9
25,233;0,9
;0,9
;0,9
25,316;
;0,9
;0,9
25,390;0,9
;0,9
;0,9
25,473;
;0,9
;0,9
25,534;0,9
;0,9
;0,9
25,582;
;0,9
;0,9
25,626;0,9
;0,9
;0,9
25,674;
;0,9
;0,9
25,687;0,9
;0,9
;0,9
25,700;
;0,9
;0,9
25,709;0,9
;0,9
;0,9
25,726;
;0,9
;0,9
25,739;0,9
;0,9
;0,9
25,748;
;0,9
;0,9
25,757;1,0
;0,9
;0,9
25,761;
;1,0
;0,9
25,770;0,9
;0,9
;1,0
25,796;
;1,0
;1,0
25,818;1,0
;1,0
;1,0
25,857;
;1,0
;0,9
25,931;1,0
;1,0
;1,0
26,005;
;1,0
;1,0
26,084;1,0
;1,0
;1,0
26,141;
;1,0
;1,0
26,158;1,0
;1,0
;1,0
26,158;
;1,0
;1,0
26,158;1,0
;1,0
;1,0
26,171;
;1,0
;1,0
26,197;1,0
;1,0
;1,0
26,219;
;1,0
;1,0
26,258;1,0
;1,0
;1,0
26,324;
;1,0
;1,0
26,372;1,0
;0,9
;1,0
26,420;
;1,0
;1,0
26,485;1,0
;1,0
;1,0
26,525;
;1,0
;1,0
26,542;1,0
;1,0
;1,0
26,560;
;1,0
;1,0
26,599;1,0
;1,0
;1,0
26,634;
;1,0
;1,0
26,673;1,0
;1,0
;1,0
26,730;
;1,0
;1,0
26,786;1,0
;1,0
;1,0
26,813;
;1,0
;1,0
26,830;1,0
;1,0
;1,0
26,848;
;1,0
;1,0
26,874;1,0
;1,0
;1,0
26,900;
;1,0
;1,0
26,944;1,0
;1,0
;1,0
26,978;
;1,0
;1,0
27,000;1,0
;1,0
;1,0
27,031;
;1,0
;1,0
27,061;1,0
;1,0
;1,0
27,083;
;1,0
;1,0
27,096;1,0
;1,0
;1,0
27,136;
;1,0
;1,0
27,175;1,0
;1,0
;1,0
27,197;
;1,0
;1,0
27,223;1,0
;1,0
;1,0
27,249;
;1,0
;1,0
27,275;1,0
;1,0
;1,0
27,297;
;1,0
;1,0
27,327;1,0
;1,0
;1,0
27,375;
;1,0
;1,0
27,432;1,0
;1,0
;1,0
27,502;
;1,0
;1,0
27,581;1,0
;1,0
;1,0
27,703;
;1,0
;1,0
27,864;1,0
;1,0
;1,0
28,008;
;1,0
;1,0
28,109;1,0
;1,1
;1,1
28,161;
;1,1
;1,1
28,209;1,1
;1,1
;1,1
28,244;
;1,1
;1,1
28,253;1,1
;1,1
;1,1
28,253;
;1,1
;1,1
28,253;1,1
;1,1
;1,1
28,253;
;1,1
;1,1
28,253;1,1
;1,1
;1,1
28,253;
;1,1
;1,1
28,253;1,1
;1,1
;1,1
28,253;
;1,1
;1,1
28,257;1,1
;1,1
;1,1
28,257;
;1,1
;1,1
28,257;1,1
;1,1
;1,1
28,261;
;1,1
;1,1
28,274;1,1
;1,1
;1,1
28,287;
;1,1
;1,1
28,287;1,1
;1,1
;1,1
28,340;
;1,1
;1,2
28,436;1,2
;1,2
;1,2
28,571;
;1,2
;1,2
28,706;1,2
;1,2
;1,3
28,785;
;1,3
;1,3
28,837;1,3
;1,3
;1,3
28,868;
;1,3
;1,3
28,911;1,3
;1,3
;1,3
28,942;
;1,4
;1,4
28,955;1,4
;1,4
;1,4
28,990;
;1,4
;1,4
29,029;1,4
;1,4
;1,4
29,047;
;1,4
;1,4
29,055;1,4
;1,4
;1,4
29,082;
;1,4
;1,4
29,103;1,4
;1,4
;1,4
29,125;
;1,4
;1,4
29,156;1,4
;1,4
;1,4
29,204;
;1,4
;1,4
29,260;1,4
;1,4
;1,4
29,339;
;1,4
;1,4
29,418;1,4
;1,4
;1,4
29,505;
;1,4
;1,4
29,623;1,4
;1,4
;1,4
29,736;
;1,4
;1,4
29,819;1,4
;1,4
;1,4
29,876;
;1,4
;1,4
29,924;1,4
;1,4
;1,4
29,980;
;1,4
;1,4
30,011;1,4
;1,4
;1,4
30,024;
;1,4
;1,4
30,033;1,4
;1,4
;1,4
30,037;
;1,4
;1,4
30,046;1,4
;1,4
;1,4
30,072;
;1,4
;1,4
30,129;1,4
;1,4
;1,4
30,207;
;1,3
;1,3
30,264;1,3
;1,3
;1,3
30,321;
;1,3
;1,3
30,404;1,3
;1,3
;1,3
30,478;
;1,3
;1,2
30,535;1,2
;1,2
;1,2
30,578;
;1,2
;1,2
30,600;1,2
;1,2
;1,2
30,626;
;1,2
;1,2
30,652;1,2
;1,2
;1,2
30,674;
;1,2
;1,2
30,692;1,2
;1,2
;1,2
30,718;
;1,2
;1,2
30,744;1,2
;1,2
;1,2
30,766;
;1,2
;1,2
30,783;1,2
;1,2
;1,2
30,801;
;1,2
;1,2
30,840;1,2
;1,2
;1,2
30,857;
;1,2
;1,2
30,875;1,2
;1,2
;1,2
30,905;
;1,2
;1,2
30,936;1,2
;1,2
;1,2
30,975;
;1,2
;1,2
31,014;1,2
;1,2
;1,2
31,071;
;1,2
;1,2
31,115;1,2
;1,2
;1,2
31,158;
;1,2
;1,2
31,189;1,2
;1,2
;1,2
31,202;
;1,2
;1,2
31,220;1,2
;1,2
;1,2
31,237;
;1,2
;1,2
31,250;1,2
;1,2
;1,3
31,254;
;1,3
;1,3
31,259;1,2
;1,2
;1,2
31,259;
;1,2
;1,2
31,263;1,2
;1,2
;1,2
31,263;
;1,2
;1,2
31,263;1,2
;1,2
;1,2
31,263;
;1,2
;1,2
31,263;1,2
;1,2
;1,2
31,263;
;1,2
;1,2
31,263;1,2
;1,2
;1,2
31,263;
;1,2
;1,2
31,268;1,2
;1,2
;1,2
31,268;
;1,1
;1,2
31,268;1,2
;1,2
;1,2
31,268;
;1,2
;1,2
31,268;1,2
;1,2
;1,2
31,272;
;1,1
;1,2
31,272;1,2
;1,2
;1,2
31,272;
;1,2
;1,2
31,276;1,1
;1,2
;1,2
31,294;
;1,2
;1,1
31,316;1,2
;1,2
;1,2
31,368;
;1,2
;1,2
31,416;1,2
;1,2
;1,2
31,442;
;1,2
;1,2
31,460;1,2
;1,2
;1,2
31,494;
;1,2
;1,2
31,556;1,2
;1,2
;1,2
31,586;
;1,2
;1,2
31,604;1,2
;1,2
;1,2
31,625;
;1,2
;1,2
31,656;1,2
;1,2
;1,2
31,713;
;1,2
;1,2
31,756;1,2
;1,2
;1,2
