"Ángulo (rad) Serie Nº 11";"Intensidad luminosa (%) Serie Nº 11"
31,813;
;1,2
;1,2
31,861;1,3
;1,3
;1,3
31,913;
;1,3
;1,3
31,935;1,3
;1,3
;1,3
31,953;
;1,3
;1,3
31,961;1,3
;1,3
;1,3
31,979;
;1,3
;1,3
32,001;1,3
;1,3
;1,3
32,014;
;1,3
;1,3
32,027;1,3
;1,3
;1,3
32,053;
;1,3
;1,3
32,066;1,3
;1,3
;1,3
32,079;
;1,3
;1,3
32,088;1,4
;1,4
;1,3
32,088;
;1,3
;1,3
32,092;1,3
;1,3
;1,3
32,097;
;1,3
;1,3
32,101;1,3
;1,3
;1,3
32,101;
;1,3
;1,3
32,105;1,3
;1,3
;1,3
32,114;
;1,3
;1,3
32,114;1,3
;1,3
;1,3
32,114;
;1,3
;1,3
32,118;1,3
;1,3
;1,3
32,118;
;1,3
;1,3
32,118;1,3
;1,3
;1,3
32,118;
;1,3
;1,3
32,123;1,3
;1,3
;1,3
32,123;
;1,3
;1,3
32,127;1,3
;1,3
;1,3
32,132;
;1,3
;1,3
32,136;1,3
;1,3
;1,3
32,145;
;1,3
;1,3
32,162;1,3
;1,3
;1,3
32,206;
;1,3
;1,3
32,297;1,3
;1,3
;1,3
32,419;
;1,3
;1,3
32,563;1,3
;1,3
;1,3
32,707;
;1,3
;1,3
32,812;1,3
;1,3
;1,3
32,869;
;1,3
;1,3
32,921;1,3
;1,3
;1,3
32,991;
;1,3
;1,3
33,052;1,3
;1,3
;1,3
33,113;
;1,3
;1,3
33,144;1,3
;1,3
;1,3
33,166;
;1,3
;1,3
33,187;1,3
;1,3
;1,3
33,227;
;1,3
;1,3
33,262;1,3
;1,3
;1,3
33,283;
;1,3
;1,3
33,305;1,3
;1,3
;1,3
33,323;
;1,3
;1,3
33,349;1,3
;1,3
;1,3
33,397;
;1,3
;1,3
33,462;1,3
;1,3
;1,3
33,506;
;1,3
;1,3
33,523;1,3
;1,3
;1,3
33,528;
;1,3
;1,3
33,536;1,3
;1,3
;1,3
33,550;
;1,3
;1,3
33,563;1,3
;1,3
;1,3
33,584;
;1,3
;1,3
33,593;1,3
;1,3
;1,3
33,602;
;1,3
;1,3
33,606;1,3
;1,3
;1,3
33,606;
;1,3
;1,3
33,619;1,3
;1,3
;1,3
33,646;
;1,3
;1,3
33,672;1,3
;1,3
;1,3
33,694;
;1,3
;1,3
33,707;1,3
;1,3
;1,3
33,715;
;1,3
;1,3
33,720;1,3
;1,3
;1,3
33,724;
;1,3
;1,3
33,733;1,3
;1,3
;1,3
33,742;
;1,3
;1,3
33,746;1,3
;1,3
;1,3
33,755;
;1,3
;1,3
33,759;1,3
;1,3
;1,3
33,781;
;1,3
;1,4
33,794;1,4
;1,3
;1,4
33,807;
;1,4
;1,4
33,824;1,3
;1,4
;1,4
33,877;
;1,4
;1,4
33,925;1,4
;1,4
;1,4
33,968;
;1,4
;1,4
34,008;1,4
;1,4
;1,4
34,038;
;1,4
;1,4
34,056;1,4
;1,4
;1,4
34,069;
;1,4
;1,4
34,073;1,4
;1,4
;1,4
34,082;
;1,4
;1,4
34,086;1,4
;1,4
;1,4
34,091;
;1,4
;1,4
34,095;1,4
;1,4
;1,4
34,108;
;1,4
;1,4
34,152;1,4
;1,4
;1,4
34,252;
;1,4
;1,4
34,318;1,4
;1,5
;1,5
34,357;
;1,5
;1,5
34,379;1,5
;1,5
;1,5
34,414;
;1,5
;1,5
34,483;1,5
;1,5
;1,5
34,588;
;1,5
;1,5
34,680;1,5
;1,5
;1,5
34,715;
;1,5
;1,6
34,728;1,5
;1,6
;1,5
34,736;
;1,6
;1,6
34,754;1,6
;1,6
;1,6
34,776;
;1,6
;1,6
34,797;1,6
;1,6
;1,6
34,811;
;1,6
;1,6
34,832;1,6
;1,6
;1,6
34,850;
;1,6
;1,6
34,867;1,6
;1,6
;1,6
34,885;
;1,6
;1,6
34,907;1,6
;1,6
;1,6
34,920;
;1,6
;1,6
34,933;1,6
;1,6
;1,6
34,955;
;1,6
;1,6
34,981;1,6
;1,6
;1,6
35,033;
;1,7
;1,7
35,068;1,7
;1,7
;1,7
35,099;
;1,7
;1,7
35,116;1,7
;1,7
;1,7
35,133;
;1,7
;1,7
35,168;1,7
;1,7
;1,7
35,199;
;1,7
;1,7
35,208;1,8
;1,8
;1,8
35,221;
;1,8
;1,8
35,229;1,8
;1,8
;1,8
35,229;
;1,8
;1,8
35,229;1,8
;1,8
;1,8
35,229;
;1,8
;1,8
35,234;1,8
;1,8
;1,8
35,234;
;1,8
;1,8
35,247;1,8
;1,8
;1,8
35,251;
;1,8
;1,8
35,251;1,8
;1,8
;1,8
35,251;
;1,8
;1,8
35,256;1,8
;1,8
;1,8
35,256;
;1,8
;1,8
35,256;1,8
;1,8
;1,8
35,260;
;1,8
;1,8
35,269;1,8
;1,8
;1,8
35,277;
;1,8
;1,8
35,299;1,8
;1,8
;1,8
35,330;
;1,8
;1,8
35,365;1,8
;1,8
;1,8
35,417;
;1,8
;1,8
35,491;1,9
;1,9
;1,9
35,548;
;1,9
;1,9
35,592;1,9
;1,9
;1,9
35,657;
;1,9
;1,9
35,731;1,9
;1,9
;1,9
35,805;
;1,9
;1,9
35,884;1,9
;1,9
;1,9
35,971;
;1,9
;1,9
36,045;1,9
;1,9
;1,9
36,098;
;1,9
;1,9
36,185;1,9
;1,8
;1,8
36,320;
;1,8
;1,8
36,456;1,8
;1,8
;1,7
36,569;
;1,7
;1,7
36,600;1,7
;1,7
;1,7
36,652;
;1,7
;1,7
36,713;1,7
;1,7
;1,7
36,757;
;1,7
;1,7
36,792;1,7
;1,7
;1,7
36,805;
;1,7
;1,7
36,822;1,7
;1,7
;1,7
36,831;
;1,7
;1,7
36,844;1,7
;1,7
;1,7
36,853;
;1,7
;1,7
36,861;1,7
;1,7
;1,7
36,870;
;1,7
;1,7
36,879;1,7
;1,7
;1,7
36,922;
;1,7
;1,7
36,957;1,7
;1,7
;1,7
37,014;
;1,7
;1,8
37,058;1,8
;1,8
;1,8
37,080;
;1,8
;1,8
37,097;1,8
;1,8
;1,8
37,128;
;1,8
;1,8
37,162;1,8
;1,8
;1,8
37,197;
;1,9
;1,8
37,228;1,9
;1,9
;1,9
37,267;
;1,9
;1,9
37,306;1,9
;1,9
;1,9
37,359;
;1,9
;1,9
37,402;1,9
;1,9
;2,0
37,424;
;2,0
;2,0
37,442;2,0
;2,0
;2,0
37,459;
;2,0
;2,0
37,472;2,0
;2,0
;2,0
37,477;
;2,0
;2,0
37,485;2,0
;2,0
;2,0
37,494;
;2,0
;2,0
37,503;2,0
;2,0
;2,0
37,507;
;2,0
;2,0
37,511;2,0
;2,0
;2,0
37,516;
;2,0
;2,0
37,516;2,0
;2,0
;2,0
37,520;
;2,0
;2,0
37,525;2,0
;2,0
;2,0
37,533;
;2,0
;2,0
37,555;2,0
;2,0
;2,0
37,577;
;2,0
;2,0
37,599;2,0
;2,0
;2,0
37,616;
;2,0
;2,0
37,651;2,0
;2,0
;2,0
37,682;
;2,0
;2,0
37,708;2,0
;2,0
;2,0
37,743;
;2,0
;2,0
37,778;2,0
;2,0
;2,0
37,808;
;2,0
;2,0
37,839;2,0
;2,0
;2,0
37,869;
;2,0
;2,0
37,917;2,0
;2,0
;2,0
37,978;
;2,0
;1,9
38,044;1,9
;1,9
;1,9
38,135;
;1,9
;1,9
38,201;1,8
;1,8
;1,8
38,240;
;1,8
;1,8
38,301;1,8
;1,8
;1,7
38,354;
;1,7
;1,7
38,410;1,7
;1,7
;1,7
38,437;
;1,7
;1,7
38,445;1,7
;1,7
;1,7
38,450;
;1,7
;1,7
38,454;1,7
;1,6
;1,7
38,467;
;1,6
;1,6
38,506;1,6
;1,6
;1,6
38,594;
;1,6
;1,6
38,676;1,6
;1,6
;1,6
38,729;
;1,6
;1,6
38,764;1,6
;1,6
;1,6
38,794;
;1,6
;1,6
38,829;1,6
;1,6
;1,6
38,895;
;1,6
;1,6
38,999;1,7
;1,7
;1,7
39,091;
;1,8
;1,8
39,148;1,9
;1,9
;1,9
39,200;
;1,9
;2,0
39,231;2,0
;2,0
;2,0
39,257;
;2,1
;2,1
39,279;2,1
;2,1
;2,1
39,300;
;2,1
;2,2
39,327;2,2
;2,2
;2,2
39,357;
;2,2
;2,2
39,396;2,3
;2,3
;2,3
39,427;
;2,4
;2,4
39,466;2,4
;2,5
;2,5
39,501;
;2,5
;2,6
39,527;2,6
;2,6
;2,6
39,549;
;2,7
;2,7
39,584;2,7
;2,7
;2,7
39,619;
;2,8
;2,8
39,636;2,9
;2,9
;2,9
39,658;
;2,9
;2,9
39,680;2,9
;3,0
;3,0
39,693;
;3,0
;3,0
39,698;3,1
;3,0
;3,0
39,702;
;3,0
;3,0
39,724;3,0
;3,1
;3,1
39,780;
;3,1
;3,1
39,802;3,2
;3,2
;3,2
39,815;
;3,2
;3,2
39,820;3,2
;3,2
;3,2
39,824;
;3,2
;3,2
39,837;3,3
;3,2
;3,2
39,855;
;3,3
;3,3
39,881;3,3
;3,3
;3,3
39,894;
;3,3
;3,3
39,898;3,3
;3,3
;3,3
39,907;
;3,3
;3,3
39,916;3,3
;3,3
;3,3
39,920;
;3,3
;3,3
39,933;3,3
;3,4
;3,3
39,946;
;3,4
;3,4
39,951;3,4
;3,4
;3,3
39,964;
;3,3
;3,4
40,003;3,4
;3,4
;3,4
40,042;
;3,4
;3,4
40,090;3,4
;3,4
;3,4
40,129;
;3,4
;3,4
40,156;3,4
;3,4
;3,3
40,186;
;3,3
;3,3
40,199;3,3
;3,3
;3,3
40,212;
;3,3
;3,3
40,243;3,3
;3,3
;3,2
40,282;
;3,2
;3,2
40,339;3,2
;3,1
;3,1
40,400;
;3,1
;3,0
40,444;3,0
;3,0
;2,9
40,492;
;2,9
;2,9
40,531;2,8
;2,8
;2,8
40,557;
;2,7
;2,7
40,592;2,7
;2,7
;2,7
40,640;
;2,6
;2,6
40,701;2,6
;2,5
;2,5
40,775;
;2,5
;2,4
40,854;2,4
;2,3
;2,3
40,928;
;2,3
;2,2
40,993;2,2
;2,2
;2,2
41,050;
;2,2
;2,1
41,098;2,1
;2,1
;2,1
41,129;
;2,2
;2,2
41,146;2,1
;2,1
;2,1
41,172;
;2,1
;2,1
41,181;2,1
;2,1
;2,1
41,190;
;2,1
;2,1
41,194;2,1
;2,1
;2,1
41,203;
;2,1
;2,1
41,212;2,1
;2,1
;2,1
41,225;
;2,1
;2,1
41,246;2,1
;2,1
;2,1
41,281;
;2,1
;2,1
41,316;2,1
;2,1
;2,1
41,369;
;2,1
;2,1
41,421;2,1
;2,2
;2,2
41,460;
;2,2
;2,2
41,500;2,2
;2,2
;2,2
41,530;
;2,2
;2,2
41,548;2,3
;2,3
;2,3
41,561;
;2,3
;2,3
41,578;2,3
;2,3
;2,3
41,596;
;2,3
;2,3
41,630;2,3
;2,3
;2,3
41,652;
;2,4
;2,4
41,705;2,4
;2,4
;2,4
41,740;
;2,4
;2,4
41,774;2,5
;2,5
;2,5
41,822;
;2,5
;2,5
41,866;2,6
;2,6
;2,6
41,888;
;2,6
;2,6
41,901;2,6
;2,7
;2,6
41,918;
;2,6
;2,7
41,927;2,7
;2,7
;2,7
41,945;
;2,7
;2,7
41,980;2,7
;2,7
;2,7
41,997;
;2,8
;2,8
42,014;2,8
;2,8
;2,8
42,028;
;2,8
;2,8
42,045;2,8
;2,8
;2,9
42,062;
;2,9
;2,9
42,076;2,9
;2,9
;2,9
42,106;
;2,9
;2,9
42,145;2,9
;3,0
;3,0
42,167;
;3,0
;3,0
42,189;3,1
;3,1
;3,1
42,202;
;3,1
;3,1
42,215;3,1
;3,1
;3,1
42,224;
;3,1
;3,1
42,246;3,1
;3,2
;3,2
42,289;
;3,2
;3,2
42,350;3,3
;3,3
;3,4
42,416;
;3,4
;3,5
42,473;3,6
;3,6
;3,6
42,547;
;3,7
;3,8
42,630;3,8
;3,9
;4,0
42,717;
;4,0
;4,1
42,782;4,2
;4,2
;4,2
42,852;
;4,3
;4,3
42,922;4,3
;4,3
;4,4
42,970;
;4,4
;4,4
43,014;4,4
;4,4
;4,4
43,062;
;4,4
;4,4
43,097;4,4
;4,4
;4,4
43,123;
;4,4
;4,3
43,145;4,3
;4,3
;4,3
43,166;
;4,3
;4,3
43,193;4,3
;4,3
;4,3
43,258;
;4,3
;4,3
43,328;4,2
;4,2
;4,2
43,358;
;4,2
;4,2
43,380;4,1
;4,1
;4,1
43,406;
;4,1
;4,1
43,441;4,1
;4,1
;4,1
43,494;
;4,0
;4,0
43,533;4,0
;4,0
;4,0
43,563;
;4,0
;4,0
43,594;4,0
;4,0
;4,0
43,620;
;4,0
;4,0
43,646;4,0
;4,0
;4,1
43,664;
;4,1
;4,1
43,677;4,1
;4,1
;4,1
43,686;
;3,8
;3,4
43,707;3,7
;3,8
;3,9
43,734;
;4,0
;4,0
43,764;4,0
;4,0
;4,1
43,782;
;4,1
;4,1
43,790;4,1
;4,1
;4,1
43,795;
;4,1
;4,1
43,803;4,2
;4,2
;4,1
43,812;
;4,2
;4,2
43,830;4,2
;4,2
;4,2
43,843;
;4,2
;4,2
43,856;4,2
;4,2
;4,2
43,864;
;4,3
;4,3
43,869;4,3
;4,3
;4,3
43,878;
;4,3
;4,3
43,882;4,3
;4,3
;4,3
43,882;
;4,3
;4,3
43,882;4,3
;4,3
;4,3
43,882;
;4,4
;4,3
43,882;4,3
;4,3
;4,3
43,886;
;4,3
;4,3
43,886;4,3
;4,3
;4,3
43,891;
;4,3
;4,3
43,895;4,3
;4,3
;4,3
43,899;
;4,3
;4,3
43,908;4,3
;4,3
;4,3
43,926;
;4,3
;4,3
43,969;4,3
;4,3
;4,4
44,030;
;4,5
;4,5
44,083;4,5
;4,6
;4,6
44,148;
;4,6
;4,7
44,227;4,7
;4,8
;4,8
44,301;
;4,8
;4,9
44,353;4,9
;4,9
;4,9
44,384;
;5,0
;4,9
44,432;4,9
;4,9
;4,9
44,506;
;4,9
;4,9
44,571;4,8
;4,8
;4,7
44,606;
;4,7
;4,7
44,659;4,7
;4,6
;4,6
44,715;
;4,5
;4,5
44,798;4,4
;4,4
;4,3
44,890;
;4,2
;4,1
44,973;3,9
;3,8
;3,7
45,077;
;3,6
;3,5
45,125;3,4
;3,3
;3,3
45,160;
;3,2
;3,2
45,208;3,2
;3,1
;3,1
45,261;
;3,0
;3,0
45,309;3,0
;3,0
;2,9
45,348;
;2,9
;2,9
45,387;2,9
;2,9
;2,9
45,413;
;2,9
;2,8
45,435;2,9
;2,8
;2,9
45,466;
;2,8
;2,8
45,492;2,8
;2,9
;2,9
45,509;
;2,8
;2,9
45,544;2,9
;2,9
;2,9
45,588;
;2,9
;2,9
45,632;2,9
;2,9
;2,9
45,680;
;3,0
;3,0
45,715;3,0
;3,0
;3,0
45,723;
;3,1
;3,1
45,736;3,1
;3,1
;3,1
45,754;
;3,1
;3,1
45,771;3,1
;3,1
;3,1
45,789;
;3,1
;3,2
45,806;3,2
;3,2
;3,2
45,832;
;3,2
;3,2
45,841;3,2
;3,2
;3,3
45,863;
;3,3
;3,2
45,893;3,3
;3,3
;3,3
45,933;
;3,3
;3,3
45,955;3,4
;3,4
;3,4
45,981;
;3,4
;3,4
46,024;3,4
;3,5
;3,5
46,055;
;3,6
;3,5
46,072;3,6
;3,6
;3,6
46,112;
;3,6
;3,6
46,146;3,6
;3,7
;3,7
46,190;
;3,7
;3,7
46,216;3,7
;3,7
;3,7
46,242;
;3,7
;3,8
46,256;3,7
;3,7
;3,8
46,264;
;3,8
;3,7
46,273;3,7
;3,8
;3,7
46,282;
;3,8
;3,8
46,308;3,8
;3,7
;3,8
46,356;
;3,8
;3,8
46,413;3,8
;3,8
;3,8
46,478;
;3,8
;3,7
46,552;3,7
;3,7
;3,6
46,635;
;3,6
;3,6
46,709;3,6
;3,5
;3,5
46,766;
;3,4
;3,4
46,818;3,4
;3,3
;3,3
46,853;
;3,3
;3,3
46,875;3,2
;3,2
;3,2
46,901;
;3,2
;3,2
46,932;3,2
;3,1
;3,1
46,958;
;3,1
;3,1
46,984;3,1
;3,1
;3,0
47,006;
;3,0
;3,0
47,032;3,0
;3,0
;3,0
47,072;
;3,0
;2,9
47,133;2,9
;2,9
;2,8
47,189;
;2,8
;2,8
47,224;2,7
;2,7
;2,7
47,259;
;2,7
;2,7
47,285;2,7
;2,6
;2,6
47,298;
;2,6
;2,6
47,316;2,6
;2,6
;2,6
47,342;
;2,6
;2,6
47,360;2,6
;2,6
;2,6
47,381;
;2,5
;2,6
47,403;2,5
;2,5
;2,5
47,429;
;2,5
;2,5
47,486;2,5
;2,5
;2,5
47,543;
;2,5
;2,4
47,613;2,4
;2,4
;2,4
47,682;
;2,4
;2,4
47,774;2,3
;2,3
;2,3
47,870;
;2,3
;2,3
47,905;2,3
;2,3
;2,3
47,914;
;2,3
;2,3
47,922;2,3
;2,3
;2,3
47,927;
;2,3
;2,3
47,931;2,3
;2,3
;2,3
47,935;
;2,3
;2,3
47,949;2,3
;2,3
;2,3
47,966;
;2,3
;2,3
47,979;2,3
;2,3
;2,3
48,001;
;2,3
;2,3
48,023;2,3
;2,3
;2,3
48,045;
;2,3
;2,3
48,075;2,3
;2,3
;2,3
48,114;
;2,3
;2,3
48,149;2,3
;2,3
;2,3
48,180;
;2,3
;2,3
48,210;2,3
;2,3
;2,3
48,245;
;2,3
;2,4
48,302;2,3
;2,4
;2,4
48,350;
;2,4
;2,4
48,394;2,4
;2,4
;2,4
48,429;
;2,4
;2,4
48,468;2,4
;2,4
;2,4
48,498;
;2,4
;2,5
48,538;2,5
;2,5
;2,5
48,594;
;2,5
;2,5
48,655;2,5
;2,5
;2,5
48,695;
;2,5
;2,5
48,716;2,5
;2,5
;2,5
48,747;
;2,5
;2,5
48,782;2,5
;2,5
;2,5
48,843;
;2,5
;2,5
48,904;2,5
;2,5
;2,5
48,961;
;2,5
;2,5
49,009;2,5
;2,4
;2,4
49,070;
;2,4
;2,4
49,153;2,4
;2,4
;2,4
49,244;
;2,4
;2,4
49,319;2,4
;2,3
;2,3
49,367;
;2,3
;2,3
49,415;2,3
;2,3
;2,3
49,445;
;2,3
;2,3
49,480;2,2
;2,3
;2,2
49,528;
;2,2
;2,2
49,580;2,2
;2,2
;2,2
49,646;
;2,2
;2,2
49,729;2,2
;2,2
;2,2
49,803;
;2,1
;2,1
49,868;2,1
;2,1
;2,1
49,916;
;2,1
;2,1
49,964;2,1
;2,1
;2,1
50,012;
;2,1
;2,1
50,043;2,1
;2,1
;2,1
50,065;
;2,1
;2,1
50,087;2,1
;2,1
;2,1
50,100;
;2,1
;2,0
50,121;2,1
;2,0
;2,0
50,135;
;2,0
;2,0
50,148;2,0
;2,0
;2,0
50,169;
;2,0
;2,0
50,187;2,0
;2,0
;2,0
50,204;
;2,0
;2,0
50,226;2,0
;2,0
;2,0
50,244;
;2,0
;2,0
50,274;2,0
;2,0
;2,0
50,287;
;2,0
;2,0
50,300;2,0
;2,0
;2,0
50,309;
;2,0
;2,0
50,318;2,0
;2,0
;2,0
50,322;
;2,0
;2,0
50,327;2,0
;2,0
;2,0
50,327;
;2,0
;2,0
50,331;2,0
;2,0
;2,0
50,335;
;2,0
;2,0
50,340;2,0
;2,0
;2,0
50,348;
;2,0
;2,0
50,357;2,0
;2,0
;2,0
50,379;
;2,0
;2,0
50,401;2,0
;2,0
;2,0
50,423;
;2,0
;2,0
50,440;2,0
;2,0
;2,0
50,453;
;2,0
;2,0
50,488;2,0
;2,0
;2,0
50,540;
;2,0
;2,0
50,567;2,0
;2,0
;2,0
50,584;
;2,0
;2,0
50,597;2,0
;2,0
;2,0
50,619;
;2,0
;2,0
50,649;2,0
;2,0
;2,0
50,728;
;2,0
;1,9
50,811;1,9
;1,9
;1,9
50,868;
;1,9
;1,9
50,924;1,9
;1,9
;1,9
50,985;
;1,9
;1,9
51,038;1,9
;1,9
;1,9
51,060;
;1,9
;1,9
51,116;1,9
;1,9
;1,9
51,164;
;1,9
;1,9
51,186;1,9
;1,9
;1,9
51,199;
;1,9
;1,8
51,208;1,9
;1,9
;1,8
51,221;
;1,8
;1,9
51,269;1,8
;1,8
;1,8
51,308;
;1,8
;1,8
51,356;1,8
;1,8
;1,8
51,400;
;1,8
;1,8
51,474;1,8
;1,8
;1,8
51,513;
;1,8
;1,8
51,548;1,8
;1,8
;1,8
51,579;
;1,8
;1,8
51,605;1,8
;1,8
;1,8
51,618;
;1,8
;1,8
51,631;1,8
;1,8
;1,8
51,653;
;1,8
;1,8
51,657;1,8
;1,8
;1,8
51,657;
;1,8
;1,8
51,666;1,8
;1,7
;1,8
51,675;
;1,8
;1,8
51,675;1,8
;1,8
;1,8
51,684;
;1,8
;1,8
51,701;1,8
;1,8
;1,8
51,723;
;1,7
;1,7
51,740;1,7
;1,7
;1,7
51,753;
;1,7
;1,7
51,766;1,7
;1,7
;1,7
51,775;
;1,7
;1,7
51,788;1,7
;1,7
;1,7
51,810;
;1,7
;1,7
51,841;1,7
;1,7
;1,7
51,867;
;1,7
;1,7
51,897;1,7
;1,7
;1,7
51,915;
;1,7
;1,7
51,928;1,7
;1,7
;1,7
51,945;
;1,7
;1,7
51,958;1,7
;1,7
;1,7
51,976;
;1,7
;1,7
52,011;1,7
;1,7
;1,7
52,063;
;1,7
;1,7
52,111;1,7
;1,7
;1,7
52,164;
;1,7
;1,7
52,220;1,6
;1,6
;1,6
52,281;
;1,6
;1,6
52,342;1,6
;1,6
;1,6
52,399;
;1,6
;1,6
52,469;1,6
;1,6
;1,6
52,556;
;1,6
;1,6
52,639;1,6
;1,6
;1,6
52,731;
;1,6
;1,6
52,792;1,6
;1,6
;1,6
52,862;
;1,6
;1,6
52,949;1,6
;1,6
;1,6
53,023;
;1,6
;1,6
53,093;1,6
;1,6
;1,6
53,145;
;1,6
;1,6
53,189;1,6
;1,6
;1,6
53,267;
;1,6
;1,6
53,320;1,6
;1,6
;1,6
53,346;
;1,6
;1,6
53,372;1,6
;1,6
;1,6
53,420;
;1,6
;1,6
53,464;1,6
;1,6
;1,6
53,503;
;1,6
;1,6
53,534;1,6
;1,6
;1,6
53,564;
;1,6
;1,6
53,569;1,6
;1,6
;1,6
53,573;
;1,6
;1,6
53,577;1,6
;1,6
;1,6
53,577;
;1,6
;1,6
53,577;1,6
;1,6
;1,6
53,577;
;1,6
;1,6
53,586;1,6
;1,6
;1,6
53,590;
;1,6
;1,6
53,599;1,6
;1,6
;1,6
53,612;
;1,6
;1,6
53,630;1,6
;1,6
;1,6
53,638;
;1,6
;1,6
53,651;1,6
;1,6
;1,6
53,660;
;1,6
;1,6
53,665;1,6
;1,6
;1,6
53,669;
;1,6
;1,6
53,673;1,6
;1,6
;1,6
53,682;
;1,6
;1,6
53,699;1,6
;1,6
;1,6
53,747;
;1,6
;1,6
53,813;1,6
;1,6
;1,6
53,856;
;1,6
;1,6
53,878;1,6
;1,6
;1,6
53,896;
;1,6
;1,6
53,909;1,6
;1,6
;1,6
53,913;
;1,6
;1,6
53,926;1,6
;1,6
;1,6
53,939;
;1,6
;1,6
53,957;1,6
;1,6
;1,6
54,005;
;1,6
;1,6
54,070;1,6
;1,6
;1,7
54,114;
;1,7
;1,7
54,171;1,7
;1,7
;1,7
54,240;
;1,7
;1,7
54,284;1,8
;1,8
;1,8
54,328;
;1,8
;1,8
54,380;1,8
;1,8
;1,8
54,424;
;1,9
;1,9
54,476;1,9
;1,9
;1,9
54,528;
;1,9
;1,9
54,598;1,9
;2,0
;2,0
54,668;
;1,9
;2,0
54,699;2,0
;2,0
;2,0
54,734;
;2,0
;2,0
54,773;2,0
;2,0
;2,0
54,838;
;2,0
;2,0
54,899;1,9
;1,9
;1,9
54,960;
;1,9
;1,9
55,039;1,9
;1,9
;1,8
55,109;
;1,8
;1,8
55,165;1,8
;1,8
;1,7
55,192;
;1,7
;1,7
55,231;1,7
;1,7
;1,7
55,261;
;1,7
;1,6
55,296;1,6
;1,6
;1,6
55,327;
;1,6
;1,6
55,344;1,6
;1,5
;1,5
55,349;
;1,5
;1,5
55,353;1,5
;1,5
;1,5
55,371;
;1,5
;1,5
55,397;1,5
;1,5
;1,5
55,414;
;1,5
;1,5
55,432;1,5
;1,5
;1,5
55,458;
;1,5
;1,5
55,475;1,4
;1,4
;1,4
55,497;
;1,4
;1,4
55,510;1,4
;1,4
;1,4
55,519;
;1,4
;1,4
55,519;1,4
;1,4
;1,4
55,528;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,532;1,4
;1,4
;1,4
55,532;
;1,4
;1,4
55,536;1,4
;1,4
;1,4
55,541;
;1,4
;1,4
55,549;1,4
;1,4
;1,4
55,584;
;1,4
;1,4
55,611;1,4
;1,4
;1,3
55,632;
;1,3
;1,3
55,685;1,3
;1,3
;1,3
55,720;
;1,3
;1,3
55,733;1,3
;1,3
;1,3
55,763;
;1,3
;1,3
55,798;1,3
;1,3
;1,3
55,846;
;1,3
;1,3
55,912;1,2
;1,2
;1,2
55,951;
;1,2
;1,2
55,981;1,2
;1,2
;1,2
56,003;
;1,2
;1,2
56,043;1,2
;1,2
;1,2
56,095;
;1,2
;1,2
56,169;1,2
;1,2
;1,2
56,235;
;1,2
;1,2
56,282;1,2
;1,2
;1,2
56,317;
;1,2
;1,2
56,352;1,2
;1,2
;1,2
56,392;
;1,2
;1,2
56,431;1,2
;1,2
;1,2
56,470;
;1,2
;1,2
56,483;1,2
;1,2
;1,2
56,501;
;1,2
;1,2
56,522;1,2
;1,2
;1,2
56,544;
;1,2
;1,2
56,566;1,2
;1,2
;1,2
56,597;
;1,2
;1,2
56,614;1,2
;1,2
;1,2
56,627;
;1,2
;1,2
56,645;1,2
;1,2
;1,2
56,666;
;1,2
;1,2
56,684;1,2
;1,2
;1,2
56,701;
;1,2
;1,2
56,741;1,2
;1,2
;1,2
56,797;
;1,2
;1,2
56,828;1,2
;1,2
;1,2
56,837;
;1,2
;1,2
56,850;1,2
;1,2
;1,2
56,854;
;1,2
;1,2
56,872;1,2
;1,2
;1,2
56,902;
;1,2
;1,2
56,946;1,2
;1,2
;1,2
56,985;
;1,2
;1,2
57,016;1,2
;1,2
;1,2
57,033;
;1,2
;1,2
57,077;1,2
;1,2
;1,2
57,107;
;1,2
;1,2
57,125;1,2
;1,2
;1,2
57,155;
;1,2
;1,2
57,181;1,2
;1,2
;1,2
57,212;
;1,2
;1,2
57,225;1,2
;1,2
;1,2
57,251;
;1,2
;1,2
57,269;1,2
;1,2
;1,2
57,282;
;1,2
;1,2
57,286;1,2
;1,2
;1,2
57,308;
;1,2
;1,2
57,347;1,2
;1,2
;1,2
57,369;
;1,2
;1,2
57,413;1,2
;1,2
;1,2
57,478;
;1,2
;1,2
57,535;1,2
;1,2
;1,3
57,591;
;1,3
;1,3
57,653;1,3
;1,3
;1,3
57,683;
;1,3
;1,3
57,714;1,3
;1,3
;1,3
57,779;
;1,3
;1,3
57,845;1,3
;1,3
;1,3
57,914;
;1,3
;1,3
57,954;1,3
;1,3
;1,3
58,002;
;1,3
;1,4
58,032;1,4
;1,4
;1,4
58,080;
;1,4
;1,4
58,137;1,4
;1,4
;1,4
58,181;
;1,4
;1,5
58,207;1,5
;1,5
;1,5
58,255;
;1,5
;1,5
58,346;1,5
;1,5
;1,6
58,421;
;1,6
;1,6
58,499;1,6
;1,6
