"Ángulo (rad) Serie Nº 10";"Intensidad luminosa (%) Serie Nº 10"
;1,3
2,884;1,3
;1,3
;1,3
2,945;
;1,3
;1,3
3,006;1,3
;1,2
;1,3
3,098;
;1,3
;1,3
3,198;1,3
;1,3
;1,3
3,286;
;1,3
;1,3
3,364;1,3
;1,3
;1,3
3,438;
;1,3
;1,3
3,508;1,2
;1,2
;1,2
3,582;
;1,2
;1,1
3,622;1,1
;1,1
;1,1
3,665;
;1,1
;1,2
3,713;1,2
;1,2
;1,2
3,770;
;1,3
;1,3
3,827;1,4
;1,4
;1,4
3,888;
;1,4
;1,4
3,962;1,4
;1,4
;1,4
4,027;
;1,4
;1,4
4,106;1,4
;1,4
;1,4
4,193;
;1,4
;1,4
4,280;1,3
;1,3
;1,3
4,363;
;1,3
;1,3
4,459;1,3
;1,3
;1,3
4,577;
;1,3
;1,3
4,730;1,3
;1,3
;1,3
4,861;
;1,3
;1,3
4,996;1,3
;1,3
;1,3
5,127;
;1,3
;1,3
5,227;1,3
;1,3
;1,3
5,332;
;1,3
;1,3
5,441;1,3
;1,3
;1,3
5,572;
;1,3
;1,3
5,651;1,3
;1,3
;1,3
5,716;
;1,3
;1,3
5,786;1,3
;1,3
;1,3
5,851;
;1,3
;1,3
5,925;1,3
;1,3
;1,3
5,995;
;1,3
;1,3
6,065;1,3
;1,2
;1,2
6,139;
;1,2
;1,2
6,209;1,1
;1,1
;1,0
6,266;
;1,0
;1,0
6,322;1,0
;1,0
;1,0
6,401;
;1,0
;1,0
6,493;1,0
;1,0
;1,0
6,610;
;1,0
;1,0
6,750;1,0
;1,0
;1,0
6,890;
;1,0
;1,0
7,042;1,0
;1,0
;1,0
7,125;
;1,0
;1,0
7,182;0,9
;1,0
;0,9
7,234;
;0,9
;0,9
7,304;0,9
;0,9
;0,9
7,374;
;0,9
;0,9
7,448;0,9
;0,9
;0,9
7,518;
;0,9
;0,9
7,597;0,9
;0,9
;0,9
7,675;
;0,9
;0,9
7,762;0,9
;0,9
;0,9
7,845;
;0,9
;0,9
7,963;0,9
;0,9
;0,9
8,063;
;0,9
;0,9
8,159;0,9
;0,9
;0,9
8,260;
;0,9
;0,9
8,347;0,9
;0,9
;0,9
8,452;
;0,9
;0,9
8,548;0,9
;0,9
;0,9
8,639;
;0,9
;0,9
8,722;0,9
;0,9
;0,9
8,831;
;0,9
;0,9
8,906;0,9
;0,9
;0,9
8,962;
;0,9
;0,9
9,019;0,9
;0,9
;0,9
9,084;
;0,9
;0,9
9,163;0,9
;0,9
;0,8
9,263;
;0,8
;0,8
9,412;0,8
;0,8
;0,8
9,543;
;0,8
;0,8
9,647;0,8
;0,8
;0,8
9,748;
;0,8
;0,8
9,848;0,8
;0,8
;0,8
9,953;
;0,8
;0,8
10,062;0,8
;0,8
;0,8
10,180;
;0,8
;0,8
10,284;0,8
;0,8
;0,8
10,363;
;0,8
;0,8
10,415;0,8
;0,8
;0,8
10,441;
;0,8
;0,8
10,463;0,8
;0,8
;0,8
10,511;
;0,8
;0,8
10,603;0,8
;0,8
;0,8
10,690;
;0,8
;0,8
10,764;0,8
;0,8
;0,7
10,843;
;0,7
;0,7
10,917;0,7
;0,7
;0,7
11,017;
;0,7
;0,7
11,105;0,7
;0,7
;0,7
11,205;
;0,7
;0,7
11,288;0,7
;0,7
;0,7
11,366;
;0,7
;0,7
11,441;0,7
;0,7
;0,7
11,510;
;0,7
;0,7
11,576;0,7
;0,7
;0,7
11,650;
;0,7
;0,7
11,742;0,7
;0,7
;0,7
11,829;
;0,7
;0,7
11,912;0,7
;0,7
;0,7
11,990;
;0,7
;0,7
12,099;0,7
;0,7
;0,7
12,209;
;0,7
;0,7
12,287;0,7
;0,7
;0,7
12,353;
;0,7
;0,7
12,440;0,7
;0,7
;0,7
12,518;
;0,7
;0,7
12,571;0,7
;0,7
;0,7
12,623;
;0,7
;0,7
12,684;0,7
;0,7
;0,7
12,763;
;0,7
;0,7
12,846;0,7
;0,7
;0,7
12,946;
;0,7
;0,7
13,068;0,7
;0,7
;0,7
13,195;
;0,7
;0,7
13,251;0,7
;0,7
;0,7
13,352;
;0,7
;0,7
13,483;0,7
;0,7
;0,7
13,635;
;0,7
;0,7
13,762;0,7
;0,7
;0,7
13,884;
;0,7
;0,7
13,993;0,7
;0,7
;0,7
14,098;
;0,7
;0,7
14,190;0,7
;0,7
;0,7
14,294;
;0,7
;0,7
14,403;0,7
;0,7
;0,7
14,517;
;0,7
;0,7
14,621;0,7
;0,7
;0,7
14,713;
;0,7
;0,7
14,809;0,7
;0,7
;0,7
14,875;
;0,7
;0,7
14,962;0,7
;0,7
;0,7
15,062;
;0,7
;0,7
15,197;0,7
;0,7
;0,7
15,311;
;0,7
;0,7
15,468;0,7
;0,7
;0,7
15,586;
;0,7
;0,7
15,695;0,7
;0,7
;0,7
15,782;
;0,7
;0,7
15,878;0,7
;0,7
;0,7
16,026;
;0,7
;0,7
16,179;0,7
;0,7
;0,7
16,319;
;0,7
;0,7
16,432;0,7
;0,7
;0,7
16,528;
;0,7
;0,7
16,633;0,7
;0,6
;0,7
16,707;
;0,6
;0,6
16,794;0,6
;0,6
;0,6
16,904;
;0,6
;0,6
16,986;0,6
;0,6
;0,6
17,043;
;0,6
;0,6
17,100;0,6
;0,6
;0,6
17,139;
;0,6
;0,6
17,196;0,6
;0,6
;0,6
17,253;
;0,6
;0,6
17,331;0,6
;0,6
;0,6
17,449;
;0,6
;0,6
17,554;0,6
;0,6
;0,6
17,632;
;0,6
;0,6
17,689;0,6
;0,6
;0,6
17,754;
;0,6
;0,6
17,833;0,6
;0,6
;0,6
17,933;
;0,6
;0,6
18,064;0,6
;0,6
;0,6
18,182;
;0,6
;0,6
18,317;0,6
;0,6
;0,6
18,522;
;0,6
;0,6
18,671;0,6
;0,6
;0,6
18,806;
;0,6
;0,6
18,884;0,6
;0,6
;0,6
18,924;
;0,6
;0,6
18,967;0,6
;0,6
;0,6
19,024;
;0,6
;0,6
19,098;0,6
;0,6
;0,6
19,190;
;0,6
;0,6
19,312;0,6
;0,6
;0,6
19,395;
;0,6
;0,6
19,465;0,6
;0,6
;0,6
19,539;
;0,6
;0,6
19,609;0,6
;0,6
;0,6
19,674;
;0,6
;0,6
19,761;0,6
;0,6
;0,6
19,814;
;0,6
;0,6
19,875;0,6
;0,6
;0,6
19,940;
;0,6
;0,6
20,010;0,6
;0,6
;0,6
20,080;
;0,6
;0,6
20,154;0,6
;0,6
;0,6
20,220;
;0,6
;0,6
20,276;0,6
;0,6
;0,6
20,351;
;0,6
;0,6
20,464;0,6
;0,6
;0,6
20,564;
;0,6
;0,6
20,700;0,6
;0,6
;0,6
20,809;
;0,6
;0,6
20,909;0,6
;0,7
;0,6
20,992;
;0,6
;0,7
21,070;0,7
;0,7
;0,7
21,184;
;0,7
;0,7
21,289;0,7
;0,7
;0,7
21,363;
;0,7
;0,7
21,520;0,7
;0,6
;0,6
21,764;
;0,7
;0,6
21,943;0,6
;0,6
;0,6
22,039;
;0,6
;0,6
22,083;0,6
;0,6
;0,6
22,100;
;0,6
;0,6
22,113;0,6
;0,6
;0,6
22,139;
;0,6
;0,6
22,183;0,6
;0,6
;0,6
22,253;
;0,6
;0,6
22,345;0,6
;0,6
;0,6
22,401;
;0,6
;0,6
22,458;0,6
;0,6
;0,6
22,519;
;0,6
;0,6
22,563;0,6
;0,6
;0,6
22,619;
;0,6
;0,6
22,685;0,6
;0,6
;0,6
22,750;
;0,6
;0,6
22,807;0,6
;0,6
;0,6
22,886;
;0,6
;0,6
22,969;0,6
;0,6
;0,6
23,056;
;0,6
;0,6
23,147;0,6
;0,6
;0,6
23,222;
;0,6
;0,6
23,309;0,6
;0,6
;0,6
23,387;
;0,6
;0,6
23,457;0,6
;0,6
;0,6
23,544;
;0,6
;0,6
23,623;0,6
;0,6
;0,6
23,693;
;0,6
;0,6
23,767;0,6
;0,6
;0,6
23,841;
;0,6
;0,6
23,885;0,6
;0,6
;0,6
23,950;
;0,6
;0,6
23,985;0,6
;0,6
;0,6
24,038;
;0,6
;0,6
24,125;0,6
;0,6
;0,6
24,208;
;0,6
;0,6
24,317;0,6
;0,6
;0,6
24,614;
;0,6
;0,6
24,888;0,6
;0,6
;0,6
25,063;
;0,6
;0,6
25,128;0,6
;0,6
;0,6
25,155;
;0,6
;0,6
25,176;0,6
;0,6
;0,6
25,203;
;0,6
;0,6
25,229;0,6
;0,6
;0,6
25,259;
;0,6
;0,6
25,294;0,6
;0,6
;0,6
25,351;
;0,7
;0,7
25,399;0,7
;0,6
;0,6
25,460;
;0,7
;0,7
25,508;0,7
;0,7
;0,7
25,534;
;0,7
;0,7
25,543;0,7
;0,7
;0,7
25,547;
;0,7
;0,7
25,547;0,7
;0,7
;0,7
25,547;
;0,7
;0,7
25,547;0,7
;0,7
;0,7
25,547;
;0,7
;0,7
25,547;0,7
;0,7
;0,7
25,543;
;0,7
;0,7
25,543;0,7
;0,7
;0,7
25,543;
;0,7
;0,7
25,543;0,7
;0,7
;0,7
25,539;
;0,7
;0,7
25,539;0,7
;0,7
;0,7
25,539;
;0,7
;0,7
25,539;0,7
;0,7
;0,7
25,539;
;0,7
;0,7
25,539;0,7
;0,7
;0,7
25,539;
;0,7
;0,7
25,543;0,7
;0,7
;0,7
25,556;
;0,7
;0,7
25,652;0,7
;0,7
;0,7
25,857;
;0,8
;0,7
26,272;0,7
;0,7
;0,7
26,821;
;0,7
;0,8
27,419;0,9
;0,7
;0,7
27,851;
;0,7
;0,7
28,109;0,7
;0,7
;0,7
28,270;
;0,7
;0,7
28,444;0,7
;0,7
;0,7
28,575;
;0,7
;0,7
28,684;0,7
;0,7
;0,7
28,863;
;0,7
;0,7
29,116;0,7
;0,7
;0,7
29,278;
;0,7
;0,7
29,422;0,7
;0,7
;0,7
29,575;
;0,7
;0,7
29,745;0,7
;0,7
;0,7
29,963;
;0,7
;0,7
29,980;0,7
;0,7
;0,7
29,980;
;0,7
;0,7
29,980;0,7
;0,7
;0,7
29,989;
;0,7
;0,7
29,998;0,7
;0,7
;0,7
30,041;
;0,7
;0,7
30,085;0,7
;0,7
;0,7
30,146;
;0,7
;0,7
30,242;0,7
;0,7
;0,7
30,295;
;0,7
;0,7
30,382;0,7
;0,7
;0,7
30,478;
;0,7
;0,7
30,548;0,7
;0,7
;0,7
30,622;
;0,7
;0,7
30,692;0,7
;0,7
;0,7
30,761;
;0,7
;0,7
30,875;0,7
;0,7
;0,7
30,993;
;0,7
;0,7
31,097;0,7
;0,7
;0,7
31,250;
;0,7
;0,7
31,390;0,7
;0,7
;0,7
31,512;
;0,7
;0,8
31,647;0,8
;0,8
;0,8
31,756;
;0,8
;0,8
31,861;0,8
;0,8
;0,8
31,970;
;0,9
;0,9
32,084;0,9
;0,9
;0,9
32,175;
;0,9
;0,9
32,275;0,9
;0,9
;0,9
32,389;
;0,9
;0,9
32,502;0,9
;0,9
;0,9
32,620;
;0,9
;0,8
32,725;0,8
;0,8
;0,8
32,808;
;0,8
;0,8
32,882;0,8
;0,8
;0,8
32,947;
;0,8
;0,8
33,035;0,8
;0,8
;0,8
33,105;
;0,8
;0,8
33,183;0,8
;0,8
;0,8
33,235;
;0,8
;0,8
33,297;0,8
;0,8
;0,8
33,401;
;0,8
;0,8
33,558;0,8
;0,8
;0,8
33,667;
;0,8
;0,8
33,776;0,8
;0,8
;0,8
33,859;
;0,8
;0,8
33,942;0,8
;0,8
;0,8
34,021;
;0,8
;0,8
34,143;0,8
;0,8
;0,9
34,331;
;0,9
;0,9
34,518;0,9
;0,9
;0,9
34,702;
;0,9
;0,9
34,832;1,0
;1,0
;1,0
34,959;
;1,0
;1,0
35,077;1,1
;1,1
;1,1
35,181;
;1,1
;1,2
35,295;1,2
;1,2
;1,2
35,413;
;1,2
;1,3
35,565;1,3
;1,3
;1,3
35,709;
;1,3
;1,4
35,906;1,4
;1,4
;1,4
36,050;
;1,4
;1,3
36,181;1,3
;1,3
;1,3
36,312;
;1,3
;1,3
36,425;1,3
;1,3
;1,2
36,547;
;1,2
;1,2
36,661;1,2
;1,2
;1,2
36,796;
;1,2
;1,2
36,892;1,2
;1,2
;1,2
37,001;
;1,2
;1,3
37,106;1,3
;1,3
;1,3
37,189;
;1,3
;1,3
37,315;1,4
;1,4
;1,4
37,468;
;1,5
;1,5
37,607;1,5
;1,5
;1,5
37,751;
;1,5
;1,5
37,895;1,5
;1,5
;1,5
38,053;
;1,5
;1,4
38,205;1,4
;1,3
;1,3
38,393;
;1,2
;1,2
38,533;1,1
;1,1
;1,1
38,703;
;1,1
;1,1
38,860;1,1
;1,1
;1,1
39,030;
;1,2
;1,2
39,187;1,3
;1,4
;1,4
39,305;
;1,6
;1,7
39,453;1,7
;1,9
;2,0
39,619;
;2,2
;2,3
39,737;2,5
;2,6
;2,7
39,916;
;2,8
;2,9
40,033;2,9
;2,9
;2,9
40,173;
;2,9
;2,9
40,282;2,8
;2,8
;2,7
40,435;
;2,6
;2,5
40,583;2,3
;2,2
;2,1
40,732;
;2,0
;1,8
40,871;1,7
;1,7
;1,6
40,989;
;1,6
;1,5
41,094;1,5
;1,5
;1,5
41,172;
;1,5
;1,4
41,229;1,5
;1,5
;1,5
41,316;
;1,5
;1,5
41,421;1,5
;1,5
;1,5
41,574;
;1,6
;1,6
41,718;1,7
;1,8
;1,8
41,949;
;1,9
;2,0
42,224;2,2
;2,4
;2,6
42,477;
;2,8
;3,1
42,682;3,3
;3,5
;3,7
42,887;
;3,8
;3,9
43,062;4,0
;4,0
;4,0
43,179;
;4,0
;4,0
43,354;3,9
;3,8
;3,8
43,502;
;3,7
;3,7
43,681;3,7
;3,7
;3,7
43,864;
;3,8
;3,9
44,061;4,0
;4,2
;4,3
44,209;
;4,5
;4,6
44,375;4,7
;4,7
;4,7
44,558;
;4,7
;4,6
44,816;4,5
;4,3
;4,0
45,086;
;3,6
;3,3
45,309;3,0
;2,8
;2,7
45,531;
;2,7
;2,7
45,701;2,7
;2,8
;2,9
45,837;
;3,0
;3,1
45,972;3,2
;3,3
;3,4
46,094;
;3,5
;3,6
46,238;3,6
;3,7
;3,7
46,347;
;3,7
;3,7
46,443;3,7
;3,7
;3,7
46,530;
;3,7
;3,7
46,605;3,6
;3,6
;3,6
46,692;
;3,5
;3,5
46,779;3,4
;3,4
;3,4
46,871;
;3,3
;3,3
46,945;3,2
;3,1
;3,1
47,010;
;3,0
;3,0
47,085;3,0
;2,9
;2,9
47,154;
;2,8
;2,8
47,250;2,8
;2,7
;2,7
47,355;
;2,6
;2,6
47,451;2,5
;2,5
;2,5
47,556;
;2,4
;2,4
47,656;2,4
;2,4
;2,4
47,752;
;2,3
;2,3
47,809;2,3
;2,3
;2,3
47,861;
;2,3
;2,3
47,931;2,3
;2,3
;2,3
48,001;
;2,3
;2,3
48,088;2,3
;2,3
;2,3
48,197;
;2,3
;2,4
48,346;2,4
;2,4
;2,4
48,490;
;2,4
;2,5
48,612;2,5
;2,5
;2,5
48,734;
;2,5
;2,5
48,839;2,5
;2,5
;2,5
48,939;
;2,5
;2,5
49,022;2,5
;2,5
;2,4
49,114;
;2,4
;2,4
49,218;2,4
;2,4
;2,3
49,327;
;2,3
;2,3
49,454;2,3
;2,3
;2,2
49,598;
;2,2
;2,2
49,777;2,2
;2,1
;2,1
49,938;
;2,1
;2,1
50,091;2,1
;2,1
;2,0
50,217;
;2,0
;2,0
50,318;2,0
;2,0
;2,0
50,388;
;2,0
;2,0
50,440;2,0
;2,0
;2,0
50,488;
;2,0
;2,0
50,558;1,9
;1,9
;1,9
50,606;
;1,9
;1,9
50,645;1,9
;1,9
;1,9
50,689;
;1,9
;1,9
50,741;1,9
;1,9
;1,9
50,793;
;1,9
;1,9
50,863;1,9
;1,9
;1,9
50,937;
;1,9
;1,8
51,020;1,8
;1,8
;1,8
51,121;
;1,8
;1,8
51,225;1,8
;1,8
;1,8
51,308;
;1,8
;1,8
51,382;1,7
;1,7
;1,7
51,461;
;1,7
;1,7
51,548;1,7
;1,7
;1,7
51,640;
;1,7
;1,7
51,740;1,7
;1,7
;1,6
51,849;
;1,6
;1,6
51,993;1,6
;1,6
;1,6
52,133;
;1,6
;1,6
52,299;1,5
;1,5
;1,5
52,486;
;1,5
;1,5
52,670;1,5
;1,4
;1,4
52,835;
;1,4
;1,4
52,940;1,5
;1,5
;1,5
53,023;
;1,5
;1,5
53,123;1,5
;1,5
;1,5
53,237;
;1,5
;1,5
53,394;1,5
;1,5
;1,5
53,564;
;1,5
;1,5
53,782;1,4
;1,5
;1,5
53,961;
;1,5
;1,5
54,110;1,5
;1,5
;1,5
54,206;
;1,6
;1,6
54,284;1,6
;1,6
;1,6
54,350;
;1,7
;1,7
54,424;1,7
;1,7
;1,7
54,507;
;1,7
;1,7
54,607;1,7
;1,8
;1,8
54,716;
;1,8
;1,8
54,808;1,7
;1,7
;1,7
54,917;
;1,7
;1,7
55,035;1,7
;1,6
;1,6
55,170;
;1,6
;1,5
55,279;1,5
;1,4
;1,4
55,401;
;1,4
;1,3
55,488;1,3
;1,3
;1,3
55,571;
;1,3
;1,2
55,637;1,2
;1,2
;1,2
55,685;
;1,2
;1,2
55,746;1,2
;1,2
;1,2
55,820;
;1,2
;1,2
55,890;1,2
;1,2
;1,2
55,990;
;1,2
;1,2
56,108;1,2
;1,2
;1,2
56,221;
;1,1
;1,2
56,317;1,2
;1,2
;1,2
56,400;
;1,2
;1,2
56,483;1,2
;1,2
;1,2
56,570;
;1,2
;1,2
56,632;1,2
;1,2
;1,2
56,693;
;1,2
;1,2
56,749;1,2
;1,2
;1,2
56,819;
;1,2
;1,2
56,872;1,2
;1,2
;1,2
56,928;
;1,2
;1,2
56,994;1,2
;1,2
;1,2
57,059;
;1,2
;1,2
57,133;1,2
;1,2
;1,2
57,229;
;1,2
;1,2
57,325;1,2
;1,2
;1,2
57,404;
;1,2
;1,2
57,491;1,2
;1,2
;1,2
57,574;
;1,2
;1,2
57,644;1,2
;1,3
;1,3
57,731;
;1,2
;1,3
57,840;1,3
;1,3
;1,3
57,958;
;1,3
;1,3
58,076;1,3
;1,3
;1,4
58,194;
;1,4
;1,4
58,316;1,5
;1,5
;1,5
58,412;
;1,5
;1,6
58,495;1,6
;1,6
;1,6
58,573;
;1,6
;1,7
58,647;1,7
;1,7
;1,7
58,752;
;1,7
;1,7
58,874;1,7
;1,7
;1,7
58,975;
;1,7
;1,7
59,106;1,7
;1,7
;1,7
59,228;
;1,7
;1,7
59,411;1,7
;1,7
;1,7
59,533;
;1,6
;1,6
59,607;1,6
;1,6
;1,6
59,677;
;1,6
;1,6
59,708;1,6
;1,5
;1,6
59,721;
;1,5
;1,5
59,738;1,5
;1,5
;1,5
59,791;
;1,5
;1,5
59,865;1,5
;1,5
;1,5
59,983;
;1,5
;1,5
60,096;1,5
;1,5
;1,5
60,188;
;1,4
;1,4
60,301;1,4
;1,4
;1,4
60,362;
;1,4
;1,4
60,401;1,4
;1,4
;1,4
60,441;
;1,4
;1,4
60,489;1,4
;1,4
;1,4
60,541;
;1,4
;1,4
60,593;1,4
;1,4
;1,4
60,646;
;1,4
;1,4
60,720;1,4
;1,4
;1,3
60,790;
;1,3
;1,3
60,851;1,3
;1,3
;1,3
60,916;
;1,3
;1,3
60,982;1,3
;1,3
;1,3
61,043;
;1,3
;1,3
61,104;1,3
;1,3
;1,3
61,161;
;1,3
;1,3
61,231;1,3
;1,3
;1,3
61,309;
;1,3
;1,3
61,396;1,3
;1,3
;1,3
61,462;
;1,3
;1,3
61,532;1,3
;1,2
;1,3
61,601;
;1,2
;1,3
61,662;1,3
;1,2
;1,2
61,715;
;1,2
;1,2
61,772;1,2
;1,2
;1,2
61,841;
;1,2
;1,2
61,907;1,2
;1,2
;1,2
61,990;
;1,2
;1,2
62,190;1,2
;1,2
;1,2
62,361;
;1,2
;1,2
62,561;1,2
;1,2
;1,2
62,705;
;1,2
;1,2
62,766;1,2
;1,2
;1,2
62,810;
;1,2
;1,2
62,854;1,1
;1,1
;1,1
62,893;
;1,1
;1,1
62,985;1,1
;1,1
;1,1
63,120;
;1,1
;1,1
63,246;1,1
;1,1
;1,1
63,351;
;1,1
;1,1
63,465;1,1
;1,1
;1,1
63,582;
;1,1
;1,1
63,700;1,1
;1,1
;1,1
63,840;
;1,1
;1,0
64,032;1,0
;1,0
;1,0
64,189;
;1,0
;1,0
64,294;1,0
;1,0
;1,0
64,385;
;1,0
;1,0
64,446;1,0
;1,0
;1,0
64,499;
;1,0
;1,0
64,577;1,0
;1,0
;1,0
64,647;
;1,0
;1,0
64,721;1,0
;0,9
;0,9
64,839;
;0,9
;0,9
64,948;0,9
;0,9
;0,9
65,048;
;0,9
;0,9
65,136;0,9
;0,9
;0,9
65,223;
;0,9
;0,9
65,297;0,9
;0,9
;0,9
65,358;
;0,9
;0,9
65,415;0,9
;0,9
;0,9
65,493;
;0,9
;0,9
65,572;0,9
;0,9
;0,9
65,624;
;0,9
;0,9
65,659;0,9
;0,9
;0,9
65,699;
;0,9
;0,9
65,733;0,9
;0,9
;0,9
65,799;
;0,9
;0,9
65,895;0,9
;0,9
;0,9
66,000;
;0,9
;0,9
66,056;0,8
;0,9
;0,8
66,100;
;0,9
;0,9
66,126;0,9
;0,9
;0,8
66,157;
;0,9
;0,8
66,179;0,9
;0,8
;0,8
66,200;
;0,8
;0,8
66,240;0,8
;0,8
;0,8
66,283;
;0,8
;0,8
66,344;0,8
;0,8
;0,8
66,397;
;0,8
;0,8
66,462;0,8
;0,8
;0,8
66,510;
;0,8
;0,8
66,558;0,8
;0,8
;0,8
66,589;
;0,8
;0,8
66,615;0,8
;0,8
;0,8
66,663;
;0,8
;0,9
66,737;0,9
;0,8
;0,8
66,811;
;0,8
;0,9
66,920;0,8
;0,9
;0,9
66,990;
;0,9
;0,9
67,051;0,9
;0,9
;0,9
67,125;
;0,9
;0,9
67,173;0,9
;0,9
;0,9
67,208;
;0,9
;0,9
67,243;0,9
;0,9
;0,9
67,265;
;0,9
;0,9
67,291;0,9
;0,9
;0,9
67,317;
;0,9
;0,9
67,339;0,9
;0,9
;0,9
67,387;
;0,9
;0,9
67,426;0,9
;0,9
;0,9
67,492;
;0,9
;0,9
67,592;0,9
;0,9
;0,9
67,688;
;0,9
;0,9
67,758;0,9
;0,9
;0,9
67,793;
;0,9
;0,9
67,837;0,9
;0,9
;0,9
67,902;
;0,9
;0,9
67,967;0,9
;0,9
;0,9
68,015;
;1,0
;1,0
68,059;1,0
;1,0
;1,0
68,098;
;1,0
;1,0
68,133;1,0
;1,0
;1,0
68,177;
;1,0
;1,0
68,221;1,0
;1,0
;1,0
68,255;
;1,0
;1,0
68,295;1,0
;1,0
;1,0
68,334;
;1,0
;1,0
68,382;1,0
;1,0
;1,0
68,439;
;1,0
;1,0
68,482;1,0
;1,0
;1,0
68,509;
;1,0
;1,0
68,535;1,0
;1,0
;1,0
68,557;
;1,0
;1,0
68,591;1,0
;1,0
;1,0
68,639;
;1,0
;1,0
68,701;1,0
;1,1
;1,0
68,775;
;1,1
;1,0
68,810;1,1
;1,1
;1,1
68,853;
;1,1
;1,1
68,888;1,1
;1,1
;1,1
68,919;
;1,1
;1,1
68,936;1,1
;1,1
;1,1
68,954;
;1,1
;1,1
68,971;1,1
;1,1
;1,1
68,984;
;1,1
;1,1
69,015;1,1
;1,1
;1,1
69,032;
;1,1
;1,1
69,045;1,1
;1,1
;1,1
69,058;
;1,1
;1,1
69,084;1,1
;1,1
;1,1
69,115;
;1,1
;1,1
69,159;1,1
;1,1
;1,1
69,198;
;1,1
;1,1
69,228;1,1
;1,1
;1,1
69,281;
;1,1
;1,1
69,346;1,1
;1,1
;1,1
69,394;
;1,1
;1,1
69,438;1,1
;1,1
;1,1
69,490;
;1,1
;1,2
69,538;1,2
;1,2
;1,2
69,617;
;1,2
;1,2
69,713;1,2
;1,2
;1,2
69,818;
;1,2
;1,2
69,905;1,2
;1,2
;1,2
69,988;
;1,2
;1,2
70,058;1,3
;1,3
;1,3
70,136;
;1,3
;1,3
70,219;1,3
;1,3
;1,3
70,280;
;1,3
;1,3
70,345;1,3
;1,3
;1,3
70,385;
;1,3
;1,3
70,407;1,3
;1,4
;1,4
70,428;
;1,4
;1,4
70,455;1,4
;1,4
;1,4
70,481;
;1,4
;1,4
70,511;1,4
;1,4
;1,4
70,533;
;1,4
;1,4
70,551;1,4
;1,4
;1,4
70,568;
;1,4
;1,4
70,590;1,4
;1,4
;1,4
70,620;
;1,4
;1,4
70,655;1,4
;1,4
;1,4
70,690;
;1,4
;1,5
70,751;1,5
;1,5
;1,5
70,799;
;1,5
;1,5
70,812;1,5
;1,5
;1,5
70,821;
;1,5
;1,5
70,834;1,5
;1,5
;1,6
70,852;
;1,6
;1,6
70,900;1,6
;1,5
;1,6
70,965;
;1,6
;1,6
71,035;1,6
;1,7
;1,7
71,127;
;1,7
;1,7
71,209;1,8
;1,8
;1,8
71,253;
;1,8
;1,8
71,310;1,9
;1,9
;1,9
71,353;
;1,9
;1,9
71,397;2,0
;2,0
;2,0
71,441;
;2,0
;2,0
71,497;2,0
;2,1
;2,1
71,558;
;2,1
;2,1
71,615;2,2
;2,2
;2,2
