"Ángulo (rad) Serie Nº 10";"Intensidad luminosa (%) Serie Nº 10"
71,646;
;2,2
;2,2
71,986;2,2
;2,3
;2,5
72,069;
;2,6
;2,6
72,091;2,6
;2,7
;2,6
72,479;
;2,7
;2,9
72,907;3,1
;3,3
;3,8
73,474;
;6,7
;17,0
74,024;40,6
;82,2
;95,7
74,338;
;96,9
;97,2
74,530;96,7
;95,9
;95,3
74,569;
;94,6
;93,8
74,574;93,7
;93,8
;93,7
74,591;
;93,5
;93,4
74,608;93,3
;92,8
;93,0
74,630;
;92,7
;92,3
74,652;91,8
;91,4
;90,7
74,665;
;90,5
;90,7
74,670;90,4
;89,6
;89,7
74,674;
;89,8
;89,9
74,678;89,1
;89,1
;89,1
74,683;
;89,3
;89,2
74,683;88,7
;88,6
;88,9
74,683;
;89,5
;88,8
74,687;88,5
;89,3
;89,6
74,713;
;88,4
;87,6
74,805;86,7
;85,1
;78,6
74,892;
;67,8
;60,9
74,927;57,2
;54,8
;53,2
74,962;
;51,2
;48,2
75,014;46,2
;44,1
;41,2
75,071;
;37,0
;33,7
75,123;31,6
;30,3
;27,8
75,176;
;24,8
;22,7
75,237;21,0
;19,5
;17,6
75,307;
;15,7
;14,2
75,355;12,9
;11,9
;11,0
75,403;
;10,1
;9,5
75,464;8,9
;8,3
;7,6
75,499;
;7,1
;6,7
75,547;6,4
;6,1
;5,7
75,608;
;5,4
;5,1
75,664;4,8
;4,6
;4,4
75,712;
;4,2
;4,1
75,778;4,0
;3,9
;3,8
75,826;
;3,6
;3,5
75,891;3,5
;3,4
;3,4
75,961;
;3,3
;3,2
76,022;3,2
;3,1
;3,1
76,070;
;3,0
;3,0
76,105;3,0
;2,9
;2,9
76,144;
;2,9
;2,9
76,184;2,9
;2,8
;2,8
76,227;
;2,8
;2,8
76,280;2,7
;2,7
;2,7
76,328;
;2,7
;2,6
76,367;2,6
;2,6
;2,6
76,411;
;2,6
;2,5
76,463;2,5
;2,5
;2,5
76,533;
;2,5
;2,4
76,607;2,4
;2,4
;2,4
76,672;
;2,3
;2,3
76,738;2,3
;2,3
;2,3
76,777;
;2,2
;2,2
76,816;2,2
;2,2
;2,2
76,856;
;2,2
;2,2
76,886;2,2
;2,1
;2,1
76,921;
;2,1
;2,1
76,960;2,1
;2,1
;2,1
77,030;
;2,1
;2,0
77,096;2,0
;2,0
;2,0
77,139;
;2,0
;2,0
77,174;2,0
;2,0
;1,9
77,209;
;1,9
;1,9
77,253;1,9
;1,9
;1,9
77,288;
;1,9
;1,9
77,314;1,9
;1,9
;1,9
77,370;
;1,9
;1,9
77,462;1,8
;1,8
;1,8
77,576;
;1,8
;1,8
77,693;1,8
;1,7
;1,7
77,802;
;1,7
;1,7
77,929;1,7
;1,6
;1,6
78,042;
;1,6
;1,6
78,143;1,6
;1,6
;1,6
78,247;
;1,5
;1,5
78,361;1,5
;1,5
;1,5
78,470;
;1,5
;1,5
78,570;1,4
;1,4
;1,4
78,658;
;1,4
;1,4
78,745;1,4
;1,4
;1,4
78,837;
;1,4
;1,4
78,919;1,3
;1,3
;1,3
79,007;
;1,3
;1,3
79,081;1,3
;1,3
;1,3
79,142;
;1,3
;1,3
79,199;1,3
;1,3
;1,3
79,242;
;1,3
;1,2
79,264;1,3
;1,3
;1,2
79,290;
;1,2
;1,2
79,330;1,2
;1,2
;1,2
79,373;
;1,2
;1,2
79,426;1,2
;1,2
;1,2
79,487;
;1,2
;1,2
79,552;1,2
;1,2
;1,2
79,622;
;1,2
;1,2
79,679;1,2
;1,2
;1,2
79,731;
;1,2
;1,2
79,779;1,2
;1,2
;1,1
79,814;
;1,1
;1,1
79,949;1,2
;1,1
;1,1
79,997;
;1,1
;1,1
80,028;1,1
;1,1
;1,1
80,080;
;1,1
;1,1
80,141;1,1
;1,1
;1,1
80,163;
;1,1
;1,1
80,180;1,1
;1,1
;1,1
80,207;
;1,1
;1,1
80,237;1,1
;1,1
;1,1
80,255;
;1,1
;1,1
80,276;1,1
;1,1
;1,1
80,303;
;1,1
;1,1
80,311;1,1
;1,1
;1,1
80,320;
;1,1
;1,1
80,337;1,1
;1,1
;1,1
80,355;
;1,1
;1,1
80,377;1,1
;1,1
;1,1
80,394;
;1,1
;1,1
80,416;1,1
;1,0
;1,0
80,442;
;1,1
;1,0
80,473;1,0
;1,0
;1,0
80,508;
;1,0
;1,0
80,547;1,0
;1,0
;1,0
80,608;
;1,0
;1,0
80,665;1,0
;1,0
;1,0
80,704;
;1,0
;1,0
80,743;1,0
;1,0
;1,0
80,774;
;1,0
;1,0
80,817;1,0
;1,0
;1,0
80,870;
;1,0
;1,0
80,909;1,0
;1,0
;1,0
80,953;
;1,0
;1,0
81,001;1,0
;1,0
;1,0
81,071;
;1,0
;1,0
81,123;1,0
;1,0
;1,0
81,206;
;1,0
;1,0
81,271;1,0
;1,0
;1,0
81,354;
;1,0
;1,0
81,463;0,9
;0,9
;0,9
81,620;
;0,9
;0,9
81,716;0,9
;0,9
;0,9
81,751;
;0,9
;0,9
81,786;0,9
;0,9
;0,9
81,825;
;0,9
;0,9
81,873;0,9
;0,9
;0,9
81,930;
;0,9
;0,9
81,974;0,9
;0,9
;0,9
82,000;
;0,9
;0,9
82,030;0,9
;0,9
;0,9
82,052;
;0,9
;0,9
82,070;0,9
;0,9
;0,9
82,083;
;0,9
;0,9
82,105;0,9
;0,9
;0,9
82,126;
;0,9
;0,9
82,153;0,9
;0,9
;0,9
82,192;
;0,9
;0,9
82,262;0,9
;0,9
;0,9
82,310;
;0,9
;0,9
82,353;0,9
;0,9
;0,9
82,406;
;0,9
;0,9
82,436;0,9
;0,9
;0,9
82,484;
;0,9
;0,9
82,528;0,9
;0,9
;0,9
82,567;
;0,9
;0,9
82,598;0,9
;0,9
;0,9
82,641;
;0,9
;0,9
82,685;0,9
;0,9
;0,9
82,746;
;0,9
;0,9
82,807;0,9
;0,9
;0,9
82,868;
;0,9
;0,9
82,921;0,9
;0,9
;0,9
82,986;
;0,9
;0,9
83,038;0,9
;0,9
;0,9
83,056;
;0,9
;0,9
83,069;0,9
;0,9
;0,9
83,073;
;0,9
;0,9
83,078;0,9
;0,9
;0,9
83,078;
;0,9
;0,9
83,078;0,9
;0,9
;0,9
83,078;
;0,9
;0,9
83,073;0,9
;0,9
;0,9
83,073;
;0,9
;0,9
83,073;0,9
;0,9
;0,9
83,073;
;0,9
;0,9
83,082;0,9
;0,9
;0,9
83,252;
;0,9
;0,9
83,610;0,9
;0,9
;0,9
83,881;
;0,9
;0,9
84,029;0,8
;0,9
;0,9
84,055;
;0,9
;0,9
84,055;0,9
;0,8
;0,8
84,055;
;0,9
;0,8
84,059;0,8
;0,9
;0,8
84,064;
;0,9
;0,9
84,081;0,9
;0,8
;0,8
84,147;
;0,8
;0,8
84,216;0,8
;0,9
;0,9
84,308;
;0,9
;0,8
84,404;0,9
;0,8
;0,8
84,478;
;0,8
;0,8
84,531;0,9
;0,9
;0,8
84,579;
;0,8
;0,8
84,627;0,8
;0,8
;0,8
84,692;
;0,8
;0,8
84,836;0,8
;0,8
;0,9
84,967;
;0,8
;0,8
85,041;0,8
;0,8
;0,8
85,133;
;0,8
;0,8
85,246;0,8
;0,8
;0,8
85,364;
;0,8
;0,9
85,443;0,8
;0,8
;0,8
85,512;
;0,8
;0,8
85,587;0,8
;0,8
;0,8
85,674;
;0,8
;0,8
85,748;0,8
;0,8
;0,8
85,818;
;0,8
;0,8
85,883;0,8
;0,8
;0,8
85,931;
;0,8
;0,8
85,975;0,8
;0,8
;0,8
86,019;
;0,8
;0,8
86,084;0,8
;0,8
;0,8
86,158;
;0,8
;0,8
86,228;0,8
;0,8
;0,9
86,298;
;0,8
;0,8
86,372;0,8
;0,9
;0,9
86,437;
;0,9
;0,8
86,520;0,9
;0,9
;0,9
86,642;
;0,9
;0,9
86,760;0,9
;0,9
;0,9
86,852;
;0,9
;0,9
86,926;0,9
;0,9
;0,9
87,026;
;0,9
;0,9
87,105;0,9
;1,0
;1,0
87,162;
;1,0
;1,0
87,210;1,0
;1,0
;1,0
87,245;
;1,0
;1,0
87,275;1,0
;1,0
;1,0
87,301;
;1,0
;1,0
87,314;1,0
;1,0
;1,0
87,336;
;1,0
;1,0
87,358;1,0
;1,0
;1,0
87,397;
;1,0
;1,0
87,437;1,0
;1,0
;1,0
87,476;
;1,0
;1,0
87,498;1,0
;1,0
;1,0
87,511;
;1,0
;1,0
87,533;1,0
;1,0
;1,0
87,550;
;1,0
;1,0
87,568;1,0
;1,1
;1,1
87,594;
;1,0
;1,0
87,633;1,1
;1,1
;1,1
87,668;
;1,1
;1,1
87,698;1,1
;1,1
;1,1
87,725;
;1,1
;1,1
87,760;1,1
;1,1
;1,1
87,799;
;1,1
;1,1
87,829;1,1
;1,1
;1,1
87,851;
;1,1
;1,1
87,877;1,1
;1,1
;1,1
87,921;
;1,1
;1,1
87,991;1,1
;1,1
;1,1
88,069;
;1,1
;1,1
88,139;1,1
;1,2
;1,2
88,257;
;1,2
;1,3
88,331;1,3
;1,3
;1,3
88,414;
;1,3
;1,4
88,523;1,4
;1,4
;1,5
88,650;
;1,5
;1,6
88,829;1,6
;1,6
;1,7
89,038;
;1,7
;1,8
89,234;1,9
;2,0
;2,1
89,391;
;2,2
;2,2
89,548;2,3
;2,4
;2,5
89,618;
;2,6
;2,6
89,640;2,7
;2,7
;2,7
89,649;
;2,7
;2,7
89,662;2,7
;2,7
;2,7
89,675;
;2,7
;2,7
89,697;2,8
;2,8
;2,7
89,740;
;2,8
;2,8
89,784;2,9
;2,9
;2,9
89,832;
;3,0
;3,0
89,915;3,0
;3,0
;3,0
89,989;
;3,0
;3,0
90,033;3,0
;3,1
;3,1
90,090;
;3,0
;3,0
90,129;3,0
;3,0
;2,9
90,177;
;3,0
;3,0
90,207;2,9
;2,9
;2,9
90,234;
;2,8
;2,8
90,264;2,7
;2,8
;2,7
90,303;
;2,7
;2,7
90,334;2,6
;2,6
;2,5
90,391;
;2,5
;2,5
90,443;2,4
;2,4
;2,4
90,495;
;2,3
;2,3
90,535;2,3
;2,2
;2,2
90,578;
;2,1
;2,1
90,604;2,0
;2,0
;2,0
90,631;
;2,0
;1,9
90,652;1,9
;1,8
;1,9
90,679;
;1,8
;1,9
90,713;1,8
;1,8
;1,7
90,757;
;1,7
;1,7
90,827;1,6
;1,6
;1,5
90,936;
;1,4
;1,4
91,049;1,3
;1,2
;1,2
91,167;
;1,1
;1,1
91,263;1,1
;1,0
;1,0
91,342;
;1,0
;1,0
91,399;1,0
;1,0
;1,0
91,455;
;1,0
;1,0
91,547;0,9
;0,9
;0,9
91,643;
;0,9
;0,9
91,726;0,9
;0,9
;0,9
91,800;
;0,9
;0,9
91,852;0,9
;0,9
;0,9
91,887;
;0,9
;0,9
91,918;0,9
;0,9
;0,9
91,935;
;0,9
;0,9
91,953;0,9
;0,9
;0,9
91,983;
;0,9
;0,9
92,014;0,9
;0,9
;0,9
92,049;
;0,9
;0,9
92,118;0,9
;0,9
;0,9
92,166;
;0,9
;0,9
92,206;0,9
;0,9
;0,9
92,249;
;0,9
;0,9
92,284;0,9
;0,9
;0,9
92,324;
;0,9
;0,9
92,354;0,9
;0,9
;0,9
92,380;
;0,9
;0,9
92,424;0,9
;0,9
;0,9
92,463;
;0,9
;0,9
92,498;0,9
;0,9
;0,9
92,542;
;0,9
;0,9
92,585;0,9
;0,9
;0,9
92,620;
;0,9
;0,9
92,655;0,9
;0,9
;0,9
92,716;
;0,9
;0,9
92,804;0,9
;0,9
;0,9
92,873;
;0,9
;1,0
92,926;1,0
;1,0
;1,0
92,982;
;1,0
;1,0
93,026;1,1
;1,1
;1,1
93,065;
;1,1
;1,1
93,122;1,1
;1,2
;1,2
93,187;
;1,3
;1,3
93,257;1,4
;1,5
;1,5
93,336;
;1,6
;1,7
93,441;1,8
;1,9
;2,0
93,563;
;2,1
;2,3
93,698;2,4
;2,6
;2,8
93,838;
;2,9
;3,0
93,986;3,1
;3,1
;3,1
94,147;
;3,2
;3,1
94,243;3,1
;3,0
;3,0
94,300;
;2,9
;2,8
94,335;2,8
;2,8
;2,8
94,366;
;2,7
;2,7
94,405;2,7
;2,7
;2,7
94,453;
;2,6
;2,6
94,514;2,6
;2,6
;2,5
94,566;
;2,5
;2,4
94,614;2,4
;2,3
;2,3
94,658;
;2,2
;2,2
94,719;2,2
;2,1
;2,1
94,767;
;2,1
;2,1
94,793;2,0
;2,0
;2,0
94,846;
;2,0
;2,0
94,880;2,0
;2,0
;1,9
94,928;
;1,9
;1,9
94,955;1,9
;1,9
;1,9
94,976;
;1,8
;1,9
94,990;1,9
;1,8
;1,8
95,003;
;1,8
;1,8
95,007;1,8
;1,8
;1,8
95,011;
;1,8
;1,8
95,011;1,8
;1,8
;1,8
95,016;
;1,8
;1,8
95,016;1,8
;1,8
;1,8
95,020;
;1,8
;1,8
95,020;1,8
;1,8
;1,8
95,020;
;1,8
;1,8
95,029;1,8
;1,8
;1,8
95,051;
;1,8
;1,8
95,094;1,8
;1,8
;1,8
95,129;
;1,8
;1,8
95,151;1,7
;1,7
;1,7
95,177;
;1,7
;1,7
95,186;1,7
;1,7
;1,7
95,212;
;1,7
;1,7
95,221;1,7
;1,7
;1,7
95,256;
;1,7
;1,7
95,321;1,6
;1,6
;1,6
95,387;
;1,6
;1,6
95,513;1,6
;1,5
;1,5
95,657;
;1,4
;1,3
95,775;1,3
;1,3
;1,2
95,853;
;1,1
;1,1
95,928;1,1
;1,1
;1,1
96,002;
;1,0
;1,0
96,072;1,0
;1,0
;1,0
96,120;
;0,9
;0,9
96,159;0,9
;0,9
;0,9
96,207;
;0,9
;0,9
96,246;0,9
;0,9
;0,9
96,294;
;0,9
;0,9
96,338;0,8
;0,8
;0,8
96,381;
;0,8
;0,8
96,416;0,8
;0,8
;0,8
96,434;
;0,8
;0,8
96,460;0,8
;0,8
;0,8
96,491;
;0,8
;0,8
96,521;0,8
;0,8
;0,8
96,578;
;0,8
;0,8
96,626;0,8
;0,8
;0,8
96,691;
;0,8
;0,8
96,748;0,8
;0,8
;0,8
96,787;
;0,8
;0,8
96,835;0,8
;0,8
;0,8
96,866;
;0,8
;0,8
96,896;0,8
;0,8
;0,8
96,931;
;0,8
;0,8
96,975;0,8
;0,8
;0,8
97,027;
;0,8
;0,8
97,093;0,8
;0,8
;0,8
97,180;
;0,8
;0,8
97,232;0,8
;0,8
;0,8
97,293;
;0,8
;0,8
97,372;0,8
;0,8
;0,8
97,437;
;0,8
;0,8
97,485;0,8
;0,8
;0,8
97,525;
;0,8
;0,8
97,568;0,8
;0,8
;0,8
97,621;
;0,8
;0,8
97,673;0,8
;0,8
;0,8
97,699;
;0,8
;0,8
97,721;0,8
;0,8
;0,8
97,743;
;0,8
;0,8
97,760;0,8
;0,8
;0,8
97,782;
;0,8
;0,8
97,826;0,8
;0,8
;0,8
97,900;
;0,8
;0,8
97,952;0,8
;0,8
;0,8
98,009;
;0,8
;0,8
98,039;0,8
;0,8
;0,8
98,057;
;0,8
;0,8
98,079;0,8
;0,8
;0,8
98,101;
;0,8
;0,8
98,144;0,8
;0,8
;0,8
98,205;
;0,8
;0,8
98,266;0,8
;0,8
;0,8
98,319;
;0,8
;0,8
98,393;0,8
;0,8
;0,8
98,480;
;0,8
;0,8
98,559;0,8
;0,8
;0,8
98,615;
;0,8
;0,8
98,655;0,8
;0,8
;0,8
98,698;
;0,8
;0,8
98,768;0,8
;0,9
;0,9
98,864;
;0,9
;0,9
98,973;0,9
;1,0
;1,0
99,078;
;1,0
;1,1
99,157;1,1
;1,2
;1,2
99,200;
;1,2
;1,2
99,226;1,2
;1,3
;1,3
99,252;
;1,3
;1,3
99,279;1,3
;1,3
;1,3
99,309;
;1,4
;1,4
99,340;1,4
;1,4
;1,4
99,370;
;1,4
;1,4
99,405;1,5
;1,5
;1,5
99,436;
;1,5
;1,5
99,466;1,6
;1,6
;1,6
99,510;
;1,6
;1,6
99,571;1,6
;1,7
;1,7
99,602;
;1,7
;1,7
99,619;1,7
;1,7
;1,7
99,645;
;1,7
;1,7
99,663;1,7
;1,7
;1,8
99,676;
;1,8
;1,8
99,693;1,7
;1,8
;1,8
99,746;
;1,8
;1,8
99,802;1,8
;1,8
;1,8
99,837;
;1,8
;1,8
99,872;1,8
;1,8
;1,8
99,920;
;1,8
;1,8
99,972;1,8
;1,8
;1,8
100,012;
;1,8
;1,8
100,051;1,8
;1,8
;1,8
100,077;
;1,8
;1,8
100,090;1,8
;1,8
;1,8
100,103;
;1,8
;1,8
100,116;1,8
;1,8
;1,8
100,138;
;1,8
;1,7
100,156;1,7
;1,7
;1,7
100,182;
;1,7
;1,7
100,221;1,7
;1,7
;1,7
100,291;
;1,7
;1,7
100,330;1,7
;1,7
;1,7
100,374;
;1,7
;1,6
100,400;1,7
;1,7
;1,7
100,422;
;1,6
;1,6
100,444;1,6
;1,6
;1,6
100,479;
;1,6
;1,6
100,527;1,6
;1,6
;1,6
100,592;
;1,6
;1,6
100,649;1,6
;1,6
;1,7
100,697;
;1,7
;1,7
100,740;1,7
;1,7
;1,7
100,793;
;1,8
;1,8
100,884;1,8
;1,9
;2,0
100,967;
;2,0
;2,1
101,037;2,2
;2,2
;2,3
101,124;
;2,4
;2,5
101,212;2,6
;2,7
;2,8
101,277;
;2,9
;3,0
101,347;3,0
;3,1
;3,3
101,395;
;3,5
;3,6
101,421;3,6
;3,6
;3,6
101,443;
;3,6
;3,7
101,460;3,7
;3,8
;3,8
101,482;
;3,8
;3,9
101,513;3,9
;4,0
;4,0
101,548;
;4,1
;4,2
101,604;4,3
;4,3
;4,4
101,657;
;4,6
;4,7
101,722;4,7
;4,9
;5,0
101,783;
;5,1
;5,2
101,827;5,3
;5,4
;5,5
101,870;
;5,6
;5,6
101,932;5,7
;5,8
;5,9
101,997;
;5,9
;6,1
102,058;6,2
;6,2
;6,3
102,089;
;6,3
;6,4
102,110;6,4
;6,4
;6,4
102,137;
;6,4
;6,4
102,158;6,5
;6,5
;6,5
102,172;
;6,5
;6,5
102,198;6,5
;6,5
;6,5
102,224;
;6,6
;6,5
102,259;6,5
;6,5
;6,5
102,316;
;6,5
;6,5
102,372;6,5
;6,4
;6,4
102,455;
;6,3
;6,3
102,538;6,2
;6,1
;5,9
102,612;
;5,8
;5,6
102,682;5,5
;5,4
;5,3
102,730;
;5,2
;5,1
102,787;5,1
;5,0
;4,9
102,870;
;4,8
;4,7
102,931;4,6
;4,5
;4,4
102,983;
;4,4
;4,4
103,040;4,3
;4,3
;4,3
103,097;
;4,3
;4,3
103,162;4,4
;4,4
;4,4
103,245;
;4,5
;4,6
103,323;4,7
;4,9
;5,0
103,433;
;5,2
;5,4
103,568;5,8
;6,2
;6,7
103,690;
;7,2
;7,4
103,799;7,6
;7,7
;7,9
103,947;
;8,3
;8,8
104,065;9,0
;9,0
;9,1
104,157;
;9,0
;9,0
104,218;9,0
;8,9
;8,8
104,270;
;8,6
;8,5
104,296;8,5
;8,5
;8,5
104,318;
;8,5
;8,4
104,344;8,4
;8,2
;8,2
104,379;
;8,1
;8,0
104,432;8,0
;8,0
;7,9
104,515;
;7,7
;7,5
104,576;7,4
;7,3
;7,2
104,650;
;7,1
;7,0
104,711;6,8
;6,8
;6,7
104,746;
;6,7
;6,7
104,790;6,7
;6,6
;6,6
104,829;
;6,6
;6,6
104,868;6,5
;6,5
;6,6
104,894;
;6,5
;6,5
104,920;6,5
;6,5
;6,5
104,947;
;6,6
;6,5
104,977;6,6
;6,6
;6,5
105,025;
;6,5
;6,6
105,086;6,7
;6,7
;6,7
105,143;
;6,7
;6,7
105,208;6,7
;6,7
;6,8
105,278;
;6,8
;6,8
105,370;6,8
;6,9
;6,8
105,453;
;6,8
;6,8
105,544;6,7
;6,6
;6,5
105,649;
;6,4
;6,2
105,701;6,1
;6,1
;6,0
105,763;
;5,9
;5,8
105,845;5,6
;5,4
;5,2
105,898;
;5,0
;5,0
105,959;4,9
;4,8
;4,6
106,016;
;4,4
;4,2
106,059;4,1
;4,0
;4,0
106,107;
;3,9
;3,8
106,168;3,7
;3,5
;3,4
106,247;
;3,3
;3,1
106,365;3,0
;2,8
;2,6
106,509;
;2,4
;2,2
106,657;2,0
;1,9
;1,7
106,771;
;1,6
;1,6
106,884;1,5
;1,4
;1,4
106,989;
;1,4
;1,3
107,106;1,3
;1,3
;1,2
107,255;
;1,2
;1,2
107,429;1,2
;1,3
;1,4
107,595;
;1,5
;1,7
107,770;2,0
;2,3
;2,6
107,888;
;2,8
;2,9
108,014;3,2
;3,5
;3,8
108,106;
;4,0
;4,2
108,202;4,3
;4,4
;4,5
108,315;
;4,6
;4,8
108,407;4,8
;4,9
;5,0
108,472;
;5,0
;5,0
108,498;5,0
;5,0
;4,9
108,516;
;4,9
;5,0
108,551;4,9
;4,9
;4,9
108,581;
;4,9
;4,9
108,651;4,9
;4,8
;4,7
108,756;
;4,6
;4,4
108,865;4,2
;4,0
;3,9
108,943;
;3,8
;3,7
109,013;3,5
;3,3
;3,2
109,053;
;3,1
;3,1
109,083;3,0
;3,0
;2,9
109,114;
;2,9
;2,8
109,140;2,8
;2,7
;2,7
109,188;
;2,6
;2,5
109,236;2,4
;2,4
;2,3
109,279;
;2,3
;2,2
109,340;2,2
;2,1
;2,0
109,423;
;1,9
;1,8
109,498;1,7
;1,7
;1,6
109,576;
;1,5
;1,5
109,646;1,4
;1,4
;1,3
109,733;
;1,3
;1,3
109,781;1,3
;1,3
;1,3
109,807;
;1,3
;1,3
109,838;1,3
;1,3
;1,3
109,855;
;1,3
;1,3
109,860;1,3
;1,3
;1,3
109,868;
;1,3
;1,3
109,873;1,3
;1,3
;1,3
109,877;
;1,3
;1,3
109,890;1,3
;1,3
;1,3
109,908;
;1,3
;1,3
109,921;1,3
;1,3
;1,3
109,951;
;1,3
;1,3
109,982;1,4
;1,4
;1,4
110,012;
;1,4
;1,4
110,052;1,4
;1,4
;1,4
110,095;
;1,5
;1,5
110,170;1,5
;1,5
;1,6
110,231;
;1,6
;1,6
110,287;1,7
;1,7
;1,7
110,353;
;1,7
;1,8
110,431;1,8
;1,9
;1,9
110,519;
;1,9
;2,0
110,601;2,0
;2,0
;2,0
110,658;
;2,0
;2,0
110,715;2,0
;2,0
;2,0
110,780;
;2,0
;2,0
110,855;2,0
;2,0
;2,0
110,951;
;1,9
;1,9
111,029;1,9
;1,8
;1,8
111,077;
;1,8
;1,8
111,125;1,7
;1,7
;1,7
111,164;
;1,6
;1,6
111,195;1,6
;1,6
;1,6
111,221;
;1,5
;1,5
111,252;1,5
;1,5
;1,5
111,278;
;1,5
;1,5
111,287;1,5
;1,4
;1,5
111,287;
;1,5
;1,5
111,291;1,5
;1,5
;1,5
111,295;
;1,5
;1,5
111,313;1,5
;1,5
;1,5
111,343;
;1,4
;1,4
111,396;1,4
;1,4
;1,4
111,461;
;1,3
;1,3
111,540;1,3
;1,2
;1,2
111,627;
;1,1
;1,1
111,710;1,1
;1,0
;1,0
111,758;
;1,0
;1,0
111,810;1,0
;1,0
;0,9
111,867;
;0,9
;0,9
111,910;0,9
;0,9
;0,9
111,958;
;0,9
;0,9
111,998;0,9
;0,9
;0,9
112,024;
;0,9
;0,9
112,054;0,9
;0,9
;0,9
112,072;
;0,9
;0,9
112,094;0,9
;0,9
;0,9
112,116;
;0,9
;0,9
112,142;0,9
;0,9
;0,9
112,172;
;0,9
;0,9
112,207;0,9
;0,9
;0,9
112,255;
;0,9
;0,9
112,342;0,9
;0,9
;0,9
112,438;
;0,9
;0,9
112,504;0,9
;1,0
;1,0
112,569;
;1,0
;1,0
112,661;1,0
;1,0
;1,0
112,766;
;1,0
;1,0
112,822;1,0
;1,0
;1,0
112,897;
;1,0
;1,1
112,971;1,0
;1,0
;1,0
113,062;
;1,0
;1,0
113,171;1,0
;1,0
;1,0
113,259;
;1,0
;0,9
113,342;0,9
;0,9
;0,9
113,429;
;0,9
;0,9
113,477;0,9
;0,9
;0,9
113,551;
;0,9
;0,8
113,634;0,8
;0,8
;0,8
113,699;
;0,8
;0,8
113,761;0,8
;0,8
;0,8
113,826;
;0,8
;0,8
113,874;0,8
;0,8
;0,8
113,926;
;0,8
;0,8
113,987;0,8
;0,8
;0,8
114,031;
;0,8
;0,8
114,066;0,8
;0,8
;0,8
114,105;
;0,8
;0,8
114,145;0,8
;0,8
;0,8
114,188;
;0,8
;0,8
114,227;0,8
;0,8
;0,8
114,271;
;0,8
;0,8
114,345;0,8
;0,8
;0,8
114,411;
;0,8
;0,8
114,467;0,8
;0,8
;0,8
114,511;
;0,8
;0,8
114,550;0,8
;0,8
;0,8
114,607;
;0,8
;0,8
114,659;0,8
;0,8
;0,8
114,720;
;0,8
;0,8
114,777;0,8
;0,8
;0,8
114,825;
;0,8
;0,8
114,882;0,8
;0,8
;0,8
114,930;
;0,7
;0,8
115,004;0,7
;0,7
;0,7
115,074;
;0,7
;0,7
115,139;0,7
;0,7
;0,7
115,161;
;0,7
;0,7
115,187;0,7
;0,7
;0,7
115,235;
;0,7
;0,7
115,270;0,7
;0,7
;0,7
115,318;
;0,7
;0,7
115,362;0,7
;0,7
;0,7
115,423;
;0,7
;0,7
115,480;0,7
;0,7
;0,7
115,554;
;0,7
;0,7
115,615;0,7
;0,7
;0,7
115,685;
;0,7
;0,7
115,789;0,7
;0,7
;0,7
115,881;
;0,7
;0,7
115,990;0,7
;0,7
;0,7
116,091;
;0,7
;0,7
116,178;0,7
;0,7
;0,7
116,274;
;0,7
;0,7
116,379;0,7
;0,7
;0,7
116,457;
;0,7
;0,7
116,562;0,7
;0,7
;0,7
116,688;
;0,7
;0,7
116,784;0,7
;0,7
;0,7
116,867;
;0,7
;0,7
116,928;0,7
;0,7
;0,7
117,002;
;0,7
;0,7
117,081;0,7
;0,7
;0,7
117,138;
;0,7
;0,7
117,199;0,7
;0,7
;0,7
117,238;
;0,7
;0,7
117,273;0,7
;0,7
;0,7
117,308;
;0,7
;0,7
117,338;0,7
;0,7
;0,7
117,382;
;0,7
;0,7
117,452;0,7
;0,7
;0,7
117,544;
;0,7
;0,6
117,613;0,7
;0,6
;0,6
117,648;
;0,6
;0,6
117,666;0,6
;0,6
;0,7
117,683;
;0,6
;0,6
117,696;0,6
;0,6
;0,6
117,701;
;0,6
;0,6
117,701;0,7
;0,6
;0,6
117,701;
;0,6
;0,6
117,701;0,6
;0,7
;0,6
117,701;
;0,6
;0,6
117,701;0,6
;0,6
;0,6
117,701;
;0,6
;0,6
117,701;0,6
;0,6
;0,6
117,701;
;0,6
;0,6
117,701;0,6
;0,6
;0,6
117,701;
;0,6
;0,6
117,696;0,6
;0,6
;0,6
117,696;
;0,6
;0,6
117,696;0,6
;0,6
;0,6
117,696;
;0,6
;0,6
117,696;0,6
;0,6
;0,6
117,696;
;0,6
;0,6
117,692;0,6
;0,6
;0,7
117,692;
;0,6
;0,6
117,692;0,6
;0,6
;0,6
117,688;
;0,6
;0,6
117,688;0,6
;0,6
;0,7
117,688;
;0,6
;0,6
117,688;0,6
;0,6
;0,6
117,692;
;0,6
;0,6
117,696;0,7
;0,7
;0,6
117,696;
;0,7
;0,6
117,692;0,6
;0,6
;0,6
117,692;
;0,6
;0,6
117,692;0,6
;0,6
;0,6
117,692;
;0,6
;0,6
117,688;0,6
;0,7
;0,7
117,688;
;0,7
;0,6
117,688;0,6
;0,6
;0,6
117,688;
;0,6
;0,6
117,688;0,7
;0,6
;0,6
117,688;
;0,6
;0,7
117,688;0,6
;0,6
;0,6
117,688;
;0,6
;0,6
117,688;0,6
;0,6
;0,6
117,688;
;0,6
;0,6
117,688;0,6
;0,6
;0,6
117,740;
;0,6
;0,6
117,932;0,6
;0,6
;0,6
118,250;
;0,6
;0,6
118,599;0,6
;0,6
